MAXALT	RATING	 REASON	SIDE EFFECTS FOR MAXALT	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
5	occular and cluster migraines	some chest and neck tightness, a little drowsy.	I LOVE THIS medicine!!! I have had migraines for as long as I can remember. Imitrex helped, but the choking sensation and neck discomfort was almost unbearable. Maxalt MLT works so good, it has given me my quality of life back. My migraines are not menstrual related, they are related to barometric pressure changes though. I dont know what I would do without this medicine. It is wonderful.	F	46	 10 mg MLT 1X D	4/8/2013
5	migraines	drowsiness, dizziness, inability to concentrate for about 2 hours after taking	I took my first ever dose of Maxalt tonight for a migraine with associated light sensitivity, neck pain, nausea. Within 35 minutes my pain was 95% gone, although I did become very sleepy and felt "drugged", which wasn't ideal since I was at work. Most sleepiness was gone in about 2 hours, completely resolved by 4 hours after the dose. LOVE that this alleviated the pain so quickly as my headaches normally last about 3 days.	F	39	1  days10 1X AN	4/4/2013Email
3	migraine	I get quite confused after I take it, and am easily agitated. It gets rid of the pain, though not as quickly as I'd like, and I still have a very strong smell sensitivity after taking it, which is one of my worst migraine symptoms (other than pain). While I do take it to get rid of pain, I'm hoping to switch to something else, because the MaxAlt leaves me as unable to work as a migraine does.	I once took it several hours after using alcohol--big mistake. I was completely confused and hallucinating. It did fix the headache, though...	M	36	8  months10 mg 1X AN	2/25/2013
5	Migraine	I used to wait until I was sure it was a migraine but now at the onset  I take 1/2 of a maxalt-mlt  if not backing off I take more. I don't get as sleepy that way. Still feel something odd at the back of my throat but that's tolerable		F	50	2  years10 mg	2/14/2013
2	Migraines	After taking maxalt I felt horrible for about 2 hours after taking it. It had felt like something was pushing against my head and became very dizzy afterwards		F	15	1  months10 mg	12/5/2012
5	Migraine	Slight fatigue although I think it is a result of severe head pain being removed rather than a side affect of the medication.	This medication has been a God-send! I have no side affects and can take it a work. It has worked every time I take it. No other medication has worked for my migraines than this one. I have tried many others with no relief whatsoever. Unfortunately it is very expensive and my insurance only covers a part. I pay about $10 a pill. But I would be willing to pay $100 a pill for for something that cures my migraine like Maxalt does. I've taken it off and on for over 10 years and it has always worked.	F	49	10  years10 Mg 1X M	12/3/2012Email
5	Migraine	None	After suffering for 25years with migraines and taking various things that barely worked without making one feel awful, i can't believe how wonderful this little dissolving tab is.  As soon as i feel my neck/head tightening and sometimes already the start of a headache  ( which is my warning to a migraine attack) i take one 10mg tab and usually within 30mins the symptoms have disappeared.  Just pray there'll not be any long-term bad effects from taking Maxalt.	F	65	10  months10mg 1X M	11/28/2012Email
5	migraines	Not sure of any.  Works really well and I get headaches at least twice a week.  Best if taken at night so sleep follows. Often sneeze within a hour of taking which relieves pressure. I can get 30 per prescription versus limit of 10 with Imitrex.  So I never worry about running out because of monthly limit.  Effectiveness has never diminished in years.				6  years5 mg	11/3/2012
3	Migraine with aura	It got rid of my aura, but never got rid of the headache. I had migraine hangover everyone I took it. I don't like this medication at all anymore because now I no longer get the aura and it makes the pain worse. The only things that work for me now are narcotics.		F	15	3  years	9/6/2012
5	Migraines roughly 2-3 per month	Slight drowsiness sometimes, but nothing severe.	I told my doctor I loved him after he prescribed me this medication, after suffering from my migraines that lasted for 24-48hrs since puberty. So long as I catch it within the first hour, this tablet will kick it completely. I love that it is dissolving so if I'm already a bit nauseous, it starts absorbing quickly.	F	30	1.5  years10mg 1X AN	8/31/2012Email
5	HEADACHES	sLIGHT DROWSEYNESS, FREQUENT URINATION FOR A FEW HOURS.	dON'T KNOW WHAT I WOULD DO WITHOUT IT.  PRAYING IT DOES NOT HAVE LONG TERM EFFECTS.	F	57	6  years10MG 4X W	8/13/2012
4	severe migraines	At first the only side effects I had were tiredness, but in the past year I have started having a severe burning sensation in my head and scalp and I get very foggy it doesn't last more than 30-40 minutes mostly then the headache is gone.		F	36	10  years30mg	7/21/2012Email
5	Migraine	Just leaves makes me more tired.  Have tried Imitrex & Naratriptan but they make me so sick to my stomach after taking, headache worsens & the headache lasts for hours.	Maxalt usually works within the hour after taking & only a few times did I have take another one within the same day.  Problem is my insurance WILL NOT cover Maxalt & been forced to take one of the other medications.  Looking forward when the patent is up & hopefully a generic can be made that one can afford even if out of pocket.  The cost know is prohibitive & have been looking into Canada just so I can have a Maxalt in reserve since the other medications do not compare & take TOO LONG to work	F	58	1  daysMG 2X M	6/18/2012
5	Migraine	A little tired after.	It works. No more throwing up because of the pain.	M	15	8  months10mg 5X M	3/26/2012Email
5	Migraine	Extremely Tired, Heart rate feels slow.	Been taking this for over 4 years now, works a treat, cant live without these!!!! only problem is I take them at work and get extremely tired- heart rate feels like its slowed right down and I feel extremely calm. this is much better than a migraine though!!! cant have it all I suppose. Worried about the long term side affects???? anyone know of any??? Dont think this has been around long enough.	F	24	1  days 3X M	3/1/2012Email
4	Migraines	Felt intoxicated, declined motor skills, gallbladder attack Was prescribed maxalt due to horrible migraines. Military doctor decided it was the route to go. It works great, kicks in around 30 minutes after taking. Only problem is if you already have gallbladder problems it could trigger a gallbladder attack. An hour after I took 10mg I have had the worst gb attack so far. But I'd say relieving the migraine was worth it.		F	20	1  days10mg	2/21/2012Email
5	migrane headaches possibly hormonal	Increased urination, slight fatigue that goes away shortly. Great medication . Imitrex &frova did not work for me. work within 45 min to an hr		F	36	1  days10 mg	2/15/2012
5	Chronic daily severe Migraines	Originally 1 10mg MLT worked well 8-5 yrs ago. Have been to Mayo Clinic and re-bounds have been a question. Times can go days without. As I get older(hormone changes) seems I have longer frequency per episode where total daily amount of 30 mgs barely touches overall pain. Have had to start ketorolac shots at home if 30mg dose doesn't fully work. This is way better than going to ER and paying them $$$ for the same anti-inflammatory shot. No luck on preventatives. Waiting for industry to come out with a different medication that may help.		F	40	8  years10MG X 3	2/2/2012
4	Migraines	Works within 1-2 hours. Sleepiness, varying degrees. Sometimes functional at work, sometimes not. Dehydration. Feel "high." Rebound headaches common but usually cycle on 24 hours. Skin tingles in warm water.	I switch between this and Frova. I found that it keeps Maxalt from losing its effectiveness (it does after a few doses). Frova seems stronger but takes longer to work.	M	33	8  months10 MG 1X D	1/23/2012Email
4	disabling migraines	This is the only medication which has helped. However, side effects are very prevalent. Shortly after taking, I experience extreme jaw tightness. Since taking the medication, my blood pressure has increased. Heart palpatations are present as well. Yet, it does relieve the migraine.		F	37	3  days10mg	1/17/2012Email
4	Hormonal headaches	Tiredness.  Fogginess.		F	50	10  years10 mg	12/15/2011
1	Migraines	FOR THE PAST MONTH I have been experiencing a horrific side effect--SEVERELY DECREASED MENTAL SHARPNESS, MEMORY IMPAIRMENT, CHANGES IN SPEECHFirst my history, I took Imitrex injections about 17 years ago for  monthly migraines. As soon as I injected I would feel a thump in my heart and sudden intense tingling throughout my body, vomit and then the headache would go away, but often come back.I only took @ 5 injections over 6 months or so (have terrible fear of needles at at the time only way to get it)   @ 1 year after beginning to take Imitrex. I suddenly developed SupraVentricular Arrhythmias, As another reviewer reported, I could not walk up stairs, I was forced to begin taking beta blockers, I could not go out alone with my 2 year old, for fear of fainting--it seriously affected my way of life. I repeatedly mentioned the above reactions to Imitrex to MDs who shrugged any correlation off.  Approximately 5years later they arrhythmias mainly went away although it shows up from tim	I took ONE DOSE A MONTH AGO. FOR THE PAST MONTH I have been experiencing a horrific side effect--SEVERELY DECREASED MENTAL SHARPNESS, MEMORY IMPAIRMENT, CHANGES IN SPEECH     I am never taking this drug or any related drugs again.   This is too frightening and fear that I have had some permanent damage if it has not gotten better over a month!	F	44	1  days 1X D	12/14/2011Email
2	migraines	Drowsiness	Maxalt was great until it stopped working.  The first few times I took it it quickly got rid of my headache.  It was the first time I ever felt true relief from a migraine without suffering for hours.  I was taking it for two months and then it randomly stopped working.  My doctor said I was taking it too much and that my body had built  a tolerance to the medication.  I get migraines pretty often so this definitely was not the right medication for me.	F	26	2  months 6X M	12/9/2011
5	Migraines	Maxalt has been a miracle drug for me. I've had migraines since I was 8 years old. I have tried everything, but Maxalt is the only drug that knocks out my migraine in less than an hour and I am still able to function. No more going home and getting in the bed. It does make me groggy and my throat does tighten up some, but I'll take that any day over the pain of migraines!!		F	43	 10 1X AN	12/8/2011Email
5	Migraines every 3 or 4 days	Mild sleepiness, increased urination. No one has every mentioned this before but once the migraine has gone away - maybe an hour or so later, I get a sneezing attack every single time. Maybe 6 or 7 sneezes in a row - I welcome it, it's a sign Maxalt has worked it's magic.	Maxalt is a miracle, but so ridiculously expensive.	M	52	10  years 1X AN	12/1/2011
5	Chronic Migraines	Before my migraine ends after taking the melt it comes to a climax, a sort of crushing pain then the migraine disappears. During this time I become more alert and aware.		M	15	1  days10mg	11/26/2011
5	Migraine Headaches	Frequent urination first few hours after taking MLT tablet.  Issues with concentration and memory.  Need to have food in stomach or I have trouble keeping it down.  I hate the bad taste I get in my mouth from the orally disintegrating tabs - which doesn't help the nauseous feeling.	I get the feeling similar to my head being wrapped in cotton -which is by far better than the pain of a migraine.  I tried for years to not take a Maxalt until I couldn't stand the pain...this is NOT the correct way to take it!  As others mentioned, take it at the first sign of a migraine, for me that is a stiff neck and disturbed sleep as well as highted sence of smell.  I found I am able to do just as well with 1/2 a pill, however I am petite and only weight around 100 lbs.	F	54	10  years10 mg 4X D	10/25/2011
