MIDAZOLAM+HCL	RATING	 REASON	SIDE EFFECTS FOR MIDAZOLAM HCL	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
5	several surgical procedures	i've had over a dozen surgeries and every time midazolam was used...it relaxed me so much and helped out a great deal!		F	21	1  daysnot sure	4/9/2013Email
1	partial thyroid lobectomy	total amnesia after surgical procedure	Had very bad results from this surgery. PONV, bronchspasms, you name it. Suffered a paralysed vocal chord but didn't remember anything at all post surgery. Only found out about the drug later. All day in Post Anesthesia Care Unit and I remember nothing. NEVER AGAIN!	F	72	  1X D	9/4/2012
5	Pre-surgery	Euphoria, slight loss of motor control	I was given this medication intravenously once before surgery and I must say I was highly impressed.  Within thirty seconds I felt high as a kite - much more so than the times I had taken Xanax.  This drug made me emotionally calm yet I was more physically in control than the one time I took 10 mg of Valium before surgery.  I am shocked to see all these negative reviews of this medication.  When it kicked in my first thought was "Wow! Now THIS is what I am talking about."  I had no negative side effects either.	M	23	1  daysunknown 1X D	6/23/2012
1		Cataract	Panic, trembling, tachycardia. Felt weird and unsettled for weeks after.	The emotions were bizarre and frightening. Not an anxiety reducer at all.	M	67	1  times 1X AN	2/22/2012
1	Unknown!	Given to me prior to a minor surgery, my memory of the events is intermittent. What I recall is barely being able to move or speak, and not being happy about it.	Fuzzy memory, slow thinking, mood swings, not at all my normal self for almost 3 weeks afterward. I learned of the Versed after questioning my dr.  and getting a hard copy of my record.	M	45	1  times2 1X AN	8/5/2011
1	anesthesia induction?	Amnesia, anxiety, distrust, anger, flashbacks	I wasn't warned about amnesia like others posting. Was told it would "relax" me. I told them I didn't really need anything to relax, but got the shot anyway. It didn't help me AT ALL, in fact I am still upset and angry weeks later. Maybe some people like paying a professional (so called) to just mistreat them. No thanks. I changed doctors, and no one will ever give me anything to "relax" me again. Bad drug for me, and wasn't told about effects.	F	56	 2 1X D	7/22/2011Email
1	pre colonoscopy	Anger, depression, memory issues, unable to return to work the next day.	Was flat out told I'd be awake and responsive, not "out".  Was not told of the amnesia.  I was shocked and then angry when the process was complete and I had no recall.	M	50	1  timesunknown 1X AN	7/9/2011
1	colonoscopy	Prolonged amnesia, confusion, fear	Requested to be awake, amnesia was never mentioned, woke up terrified, confused, and angry, felt like hours of my life were missing, procedure itself only lasted 15 minutes.  I feel so betrayed by my doctor.  If it is truly given for the patient's benefit, it would be explained. The real problems  begin after the patients get home, and then they don't care, won't return your calls, deny there are any problems with the drug.  Hundreds of us know better.  Shame on the medical profession.	F	51	1  days5MG 1X H	6/25/2011
1	not sure: it was prior to surgery	immediate:amnesia. for weeks after:, anxiety, fear, nightmares,flashbacks, now at six months:finally anger.	This was a very scary experience for me. Like others, I was told it was "to relax" me. I was on a gurney, in a hospital gown, with an IV in my left arm running antibiotocs in a preop area surrounded by strangers. I cannot forget the smirk on the face of the woman that injected it into my IV. "Amnesia" was never mentioned. For weeks I had panic attacks and still cannot go for my follow up check up because of the nightmares and fear.  This drug took away my ability to remember anything for about 8 hours except severe pain, wanting to escape, and feeling like I was helpless because I couldn't move. This memory comes in waves, without warning.I could never recommend this drug to any one. They may as well have hit me on the head with a hammer: I really hope any one reading this post will be better informed than I was.I also hope the stinkers that do this get their pants sued off.	F	58	1  days2 mg 2X D	4/27/2011Email
1	Inguinal Hernia	Totally blindsided by the amnesia part, was not told anything, I didn't even know anything was in the IV. I was in the holding area and instantly it was 90 minutes later and I was in recovery. It was mentally like being slammed up against a wall. Very jarring and I am still angry months later.	Let's see: a drug with the main purpose of causing amnesia. It is not a pain killer. Too bad if you go through hell, you won't remember to complain about it.I wasn't supposed to be having general anesthesia but to me it might as well have been.	M	40	1  times2 1X O	4/24/2011
