TYLENOL+W/+CODEINE	RATING	 REASON	SIDE EFFECTS FOR TYLENOL W/ CODE	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
5	migraine headaches			M	30	7  months30 mg	6/10/2013
3	migraine headaches	-Itchy skin and scalp-irritable-addictive-variating effectiveness-difficulty concentrating-nausea-after headaches *I have been taking them on and off for many years. If I take two at the first sign of a migraine it dulls it down to tolerable but does not rid them completely. I have also found that one day it will help my headache and another occasion it won't do anything. Then on another occasion it makes me very intoxicated when its begining to work. So much that ive had to stop everything to just lay there like a teenage stoner. It also takes 30 mins to work and weara off well before 4hrs. Highly addictive as well. It takes a reaponsible person to realize this when using them. I also experience a lot of itchy skin and scalp.		F	26	10  years	3/18/2013Email
4	post fusion back and muscle pain	It helped take the edge off from the physical therapy required to regain strength and mobility. Lasted through most of the night so not as stiff and sore upon waking.		F	59	1  months1-2 daily	11/13/2012
4	Arthritis, RLS	Extreme dry mouth, itchiness all over all the time...very addictive...need to wean off		F	47	10  years	10/21/2012
1	Post Jaw Surgery	Was hardly effective. Very weak Narcotic. Had to take it a few times a day and even then, it only took the edge off. Constipation. Sleepy.	I was 18 when I took Codeine 3.	F	21	1  months300/30MG 1X D	10/4/2011Email
3	Infected Wisdom Tooth	mild itching. Cotton mouth after day 1. White tongue	Not for anyone in real pain. Unless you go over the recommended amount, your not going to be seeing a very good result of complete pain removal. I'm taking the correct amount, take about 30 min to kick in and the peak only lasts about 20 min. Just using it when the pain is to much to mentally deal with.	M	22	4  dayst3 4X D	7/16/2011
2	Sore throat due to mono	Itchy, itchy scalp	This medication didn't relieve my sore throat. Sugar pills would givin me the mind power to fight the pain. The itching didn't hurt it was more like annoying tingled like tickling no bumps though. And the dose is what the doctor had entered on my medication sheet. There is no dosage printed on the label.	F	19	3  days300-30mg 3X D	4/11/2011
3	neuropathy	Mental confusion		F	50	7  years 1X D	12/16/2010
1	car accident-broken sternum 4 place	nothing...no pain relief, was like baby asprin.	Broken sternum 4 places, 6 broken ribs, broken nose in 4 places, broken collar bone and tail bone. Went to the ER about a month after accident and out of pain pills (percocet) and in much pain, needed something until my next Dr. appointment-and they gave me 20 pills of this crap!!!	F	37	2  days#3 every 4 6X D	9/27/2010
3	stabbing pain from kidney stones	Nothing else helped with the pain as much as T-3. HOWEVER, after 4-5 weeks, itching began, mostly on scalp.	I like to have it around, but only for intense pain of short duration. Also, it is likely to give me migraines.	F	64	1.5  months60 mg. 4X D	9/13/2010
2	herniated discks in back	itchy everywere	terrible	M	34	  6X D	9/13/2010
5	migraine / general pain	addictive.	tylenol with codeine is very effective in treating my migraines. I take tylenol #3, and when caught early enough I can usually get by by taking tylenol #1 only. be cautious, this drug works well, but is addictive...	M	35	5  years 1X D	8/24/2010
