ADIPEX-P	RATING	 REASON	SIDE EFFECTS FOR ADIPEX-P	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
3	Weight Loss	No Side Effects	Well, my doc prescribed 37.5 1 x day last week to aid in weight loss. He said it would increase my metabolism (don't see where the label says that) and decrease appetite. I haven't noticed a single change and my weight has gone up 3lbs in this week like it's been doing for months. I have gone from 110 to 146 in just  few months. I have been vegetarian for 20 years and even started Weight Watchers again back in October. It worked before to get 40lbs off fast and my weight is still going up this go round. It's highly unusual. Am I not responding to this medicine because I do not have enough weight to lose? I think it's only 30lbs to lose and maybe I wont respond. I have felt exactly the same, perhaps MORE hungry! Please someone email me if they have knowledge or advise! Erica_spain@hotmail.com	F	31	8  days37.5 1X D	2/26/2013Email
4	Weight loss	I experienced severe mood swings and anxiety while on this medication. My heart felt as though it were racing, and I sometimes had trouble sleeping. The side effects, however, were worth it for me, because I ultimately lost 90 pounds on this medication.	Side effects are extremely unpleasant. Anxiety, racing heart, insomnia, mood swings, euphoria, dry mouth, and a bad taste in mouth were the most common. Luckily this medicine isn't used for long-term and it is EXTREMELY effective in helping with weight loss. I lost about 20 pounds per month on average.	F	20	4  months37.5mg 1X D	12/6/2012
4	Weight Loss	Was unable to sleep when first started taking it, possible stomach upset at times, temperature changes (go hot and then cold easier than usual).	I started off taking the generic (phentermine) 37.5MG, and due to this not working as well as it should, my doctor increased to 37.5MG in the morning, and then 18.75mg at lunch (half a pill).  It works very well for me.  I have no appetite, lots of energy, and generally feel pretty good.  I've lost over 50 pounds taking this medication. I have never taken the brand name, so I can't speculate as to the differences between the brand name and the generic.	M	30	2.5  months37.5 1X D	3/10/2012
5	Weight Loss	Dry Month, Insomnia, Constipation - Increased symptoms of Existing Anemia Condition.	I'm taking Adipex/Phentermine in combo with Medically guided Nutritional Counseling. I've lost 35 lbs. in nearly 7 months (203 down to 168.  I have noticed its decrease in effectiveness after about 4 months. The key here is to adjust your diet and vitamin supplements. i.e. protein shakes, lemon water(natural diuretic) B-12 shots AND B Vitamin supplements.  I am anemic and iron supplements were a must for me.  Bulk fiber and careful diet are a must with the already added constipation side effect.Bottom Line - My obesity was far more damaging to my overall health and well-being than these short-term side effects.	F	31	7  months37.5 1X D	10/30/2010
5	Phentermine	Dry Mouth, Feeling Hot, Increased Heart rate when I worked out, Increased Energy, Increase libido!	I love it! I take it first thing in the morning so this way I could sleep at night. I have increased energy at work. I don't feel tired all day. To conquor dry mouth I drank lots of water and had gum handy. When I was feeling hot I used my AC or fan. The only thing was when I worked out my heart rate would jump from 127 to 180. I had to take it slow at the gym to get the full effect but I had so much energy and I sweated for the first time working out. Plus I loved the energy while having sex. When my husband took it was even better!	F	33	2  months30 mg 1X D	8/14/2010
5	Weight Loss	Severe Dry mouth, Insomnia, Increased Sex drive, little to no appetite.	I lost 35 pounds in 2 months with moderate exercise and a low fat, high fiber, low calorie (1000 calories a day) diet. I am currently in my 3rd and final month of this drug and the weight loss is slower the third month, (my doctor states that this medication only works for 2 to 3 months at a time and use needs to stop after the third month.) He also says you must stop taking it for 6 months before you begin again (if it is still needed.) You can become addicted to it if taken too long. I am extremely happy with the results. A friend has been off of it for a year now and has even lost a few more pounds. You must continue a healthy life style to keep the weight off.	F	33	3  months37.5 mg 1X D	5/5/2010
5	weight loss	in the first week I couldn't sleep well at night but that wore off.  I cut the pill in 3's and only take that amount at around 3pm( since my craving are worse at night) and continue that until I feel I need to move to a half pill.  Doing it this way will not make you feel like you're gonna drop out of your own skin when you first start taking it and makes adipex last longer for you since it's known that your body adapts to it and it stops working after awhile.	This is a great medicine to drop start a weight loss program.  It takes away craving and hunger a ton and lets you get used to eating small meals thus shrinking your stomach so once you go off of it, you are somewhat used to eating that way.  It's not addicting but Ween yourself off so you get used to eating good without it. It also gives you some energy and working out soon after you take it increases it's effects and will make you work out way longer or better!  Dry mouth is the main side effect I got and I just chew gum and drink tons of water!  This drug motivates you and even if you have a job or go to school it makes you way more alert!  It's awesome!  The best there is out there no doubt!  I went from 195 after having a baby, down to 134!	F	26	6  months37.5 mg 1X D	2/26/2010Email
4	Weight loss	dry mouth, withdrawal was very bad	I was taking this medication for 6 months and lost 30lbs. It worked great. I had a lot of energy and generally felt good. The only thing was that I stopped the medication, because I could not make it back to my regular doctor's office and the withdrawal was absolutely horrible. I had paranoid episodes, severe depression and anxiety and gained back 20lbs in 2 months. If you do come off this medication make sure you ween yourself off. It was entirely my fault that I went through this withdrawal and I just want to warm anyone who takes this that they need to come off of it under their doctor's supervision.	F	26	6  months	12/15/2009
5	Weight loss	Loss/lack of appetite	I love this medicine.  In 3 months, with out doing 1 bit of exercise, I lost 22lbs.  I know if I would have walked a couple of days a week or some little bit of exercise, I would have lost more weight, but I think that's pretty good for not doing anything.	F	22	5  months	12/13/2009
3	For weight loss	severe itching  after first couple of weeks.  Head face neck chest and shoulders	Great for controlling cravings.  I felt motivated but calm.  Love adipex .  I am very disappointed to have developed the itching problem.  Lost 15lb in approximately  6 weeks	F	51	2  months	7/6/2009
