HALDOL	RATING	 REASON	SIDE EFFECTS FOR HALDOL	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
5	I was very violent in psych ward.	I just remember having lock jaw a lot and being very very drowsy. I was known for having very violent tendencies towards staff and myself.  I don't remember what was given to me to stop the lock jaw.I just remember being very uncomfortable with the lock jaw. I felt like if I had to live this way I would rather die. This medicine is NOT used for migraines!! What a stupid ER doctor for giving this woman this medication for it!!! ESPECIALLY IF SHE NEEDED TO FUNCTION DAILY TAKING CARE OF HER CHILDREN!!!		F	33	1  monthsnot sure	2/28/2013Email
1	Headache	Sleepy in a coma like state for 2 whole days before experiencing uncontrollable tongue and leg movements, and severe confusion.	I was given this medication in the ER for a HEADACHE. I have what is called scapula thoracic creptius/burstitus and snapping scapula syndrome from a car accident back in 2010. I get frequent neck spasms, shoulder pain, headached..etc from nerve compression where my muscles tense up. Even chest pain known as costochondritis. I went in complaining of a migraine for 6 going on 7 days.. they gave me an injection of phenergan for the nausea (already have an rx for this, it was unneeded) and for the Haldol. I have never in my life felt so bad. I was unable to move for two whole days, and I have kids to take care of. I wanted to do nothing but sleep. When I came out of my "coma" I was anxious and my tongue was tightening up and rolling back, my legs wanted to move and do something.. I was confused. I asked my kids "what do I normally do this time of day". My youngest is 18 months old, I nearly dropped him TWICE. This to me is considered medical negligence because I was not given a list of side effects, this is an ANTI PSYCHOTIC. NOT headache medicine. I am LIVID, to say the least. Now I have to take Benztropine, and Valium to feel halfway normal because I am on day 4 since taking it and my legs still try to move all the time, it's uncontrollable. This drug is DANGEROUS!! I will NEVER take something again from an ER or any Doctor for that matter unless I know what it is. This is insane!!!!	F	32	1  days 1X O	2/23/2013Email
1	Headache	Sleepy in a coma like state for 2 whole days before experiencing uncontrollable tongue and leg movements, and severe confusion.	I was given this medication in the ER for a HEADACHE. I have what is called scapula thoracic creptius/burstitus and snapping scapula syndrome from a car accident back in 2010. I get frequent neck spasms, shoulder pain, headached..etc from nerve compression where my muscles tense up. Even chest pain known as costochondritis. I went in complaining of a migraine for 6 going on 7 days.. they gave me an injection of phenergan for the nausea (already have an rx for this, it was unneeded) and for the Haldol. I have never in my life felt so bad. I was unable to move for two whole days, and I have kids to take care of. I wanted to do nothing but sleep. When I came out of my "coma" I was anxious and my tongue was tightening up and rolling back, my legs wanted to move and do something.. I was confused. I asked my kids "what do I normally do this time of day". My youngest is 18 months old, I nearly dropped him TWICE. This to me is considered medical negligence because I was not given a list of side effects, this is an ANTI PSYCHOTIC. NOT headache medicine. I am LIVID, to say the least. Now I have to take Benztropine, and Valium to feel halfway normal because I am on day 4 since taking it and my legs still try to move all the time, it's uncontrollable. This drug is DANGEROUS!! I will NEVER take something again from an ER or any Doctor for that matter unless I know what it is. This is insane!!!!	F	32	1  days 1X O	2/23/2013Email
3	Voices	Extreme long and short term memory loss, sleeplessness, insomnia, diarhea.	I've always prided myself on my great memory, untill I began the Haldol. Since I began taking it 7 months ago my short term memory has gone all to heck, and gotten worse, I have trouble remembering things I did the evening or day before, though long term memory is still intact, but who's to say when long term memory kicks in? But, the benefits of Haldol far outweigh the negative, the voices are gone (for the most part), and I do sleep better, when I'm not suffering from insomnia, my sleep patterns are far from normal, I'm either up all night or sleep like the dead for 12 hours, I slept 14 hours yesterday. I also have a decreased appetite, I forgot to eat yesterday, and that's not the first time that's happened. I realize I don't have the severe reaction to this drug that other people have, but as I said, the benefits far outweigh the negative. I would reccomend this drug for those people suffering from schizophrenia, voices, and anger issues, since I began the Haldol my anger issues have disappeared, which is why I can see it being prescribed in a prison setting.	M	45	7  months4mg 1X D	1/20/2013Email
1	forced outpatient "treatment"	I was lobotomized, akathisia, metabolic problems, no sense of self or feelings or likes or dislikes or opinions -- nothing.  It was a nightmare.	It took a year for its effects to get out of my system.  It is pure poison.  It was in fact used in the Soviet Union to break political dissidents.  Awful that psychiatrists in apparently good conscience consider this medicine.	F	45	8  months40mg 1X M	1/8/2013
1	BRUTALLY, UNJUSTIFIABLY FORCED	swollen face, severely restricted breathing, panic, anger, dizziness, shaking, muscle rigidity and pain, made me suicidal.	THIS DRUG IS ATTEMPTED MURDER!!!! This should be considered attempted murder because of the severe degeneration in quality of life it causes. The fact that it is being forced to people against their will is disgusting. I was taunted by medical staff until I became annoyed. They then used my annoyance as a false reason for physically beating me and administering this. It left me shrieking in agony and swollen everywhere. It made my heart beat too fast and immediately gave my a panic attack. My condition immediately declined 3000% after being given this. It has ruined my face by stretching it out and I had trouble speaking for months after. It closed my throat so badly I could not breathe and feared for my life. This will haunt me for the rest of my life. I am suffering post-traumatic stress from this and I have nightmares about this vulgar poison that nurses use because they are too lazy to do their jobs. I contemplate suicide because this drug and the deranged nurses who gave it to me have ruined my life. This drug should be illegal.	M	21	  1X D	11/25/2012Email
5	many things, especially schizophren	none!	I agree most nurses in the psychiatric ward are dumb when it comes to knowing about the effects of varying doses of Haldol. Haldol should only be given twice per day with a maximum single dose of 2 mg!!The way I'm taking Haldol is almost like a miracle. It increases my appetite, TAKES AWAY dry mouth, diarrhea, severe anxiety, suspiciousness, violent racing thoughts and impulses, OCD and worsened schizophrenia symptoms associated with a really bad rejection from a really sexy girl who I was dangerously in love with, and my tourettes. I really, really, really hope Haldol is never taken of the market! The answer is MODERATION. I really hate reading peoples negative and ignorant comments about Haldol, Haldol cam absolutely be abused by dumb or in fact EVIL nurses. 2mg Ativan comes down anxiety restlessness and panic that Haldol causes especially when Haldol is used in an intelligent and responsible manner. I strongly disagree with chemically restraining people with massive doses or even 5mg of Haldol. The key is prevention using Haldol safely and smartly, not abusing Haldol and torturing a patient after the poor person's mental health has been ignored, just for the convenience of hospital staff. 0.5 mg Haldol decreases the amount of dopamine binding to the D2 receptors through out the brain by 50% which is a very comfortable feeling in the state of a mental illness episode and mental illness. I am disappointed to hear all of the negative news about Haldol.							M	21	2  weeks0.5 mg 2X D	11/7/2012Email
1	Paranoid Schizophrenia	None	This medicine was like eating an empty pill. Absolutely no help and did not feel like I'm on the drug like I've felt with other meds. No difference. Hallucinations still going 90mph all day every day all night every night.	F	26	2  months1 mg 1X D	8/29/2012Email
4	Suicidal,homicidal thoughts,voices,	muscle stiffness, brief pains and shocks when moving, tremors, slur , double visionThe drug helps, but get ready for some major side effects Severity of side effects depends on dosage and frequency	i was an inpatient mental health ward at the local hospital	F	28	2  weeks30mg 1X D	7/11/2012Email
3	Stops me from hearing voices	Hard to get to sleep, constipation when going to the bathroom.		M	39	1  months5 mg	7/4/2012
