DILAUDID-HP	RATING	 REASON	SIDE EFFECTS FOR DILAUDID-HP	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
3	lupus	I have had no bad side effects at all. i must say I'm baffled by all these people blaming their symptoms on it, especially when they have other medical issues.		F	54	4  years4mg	4/30/2012
5	tear in  rotator cuff	none		M	64	1  years4 mg	12/9/2011
3	Laparoscopic gallbladder removal	I had severe itching all over my face, I woke up literally every five minutes due to itching, but since I was drowsy and out of it from the anasthesia, it took me a while to realize that the dilaudid was causing the problems. Once they stopped it and gave me IV benadryl I felt much better.	The pain dulling effects were not particularly effective for me, perhaps because of the allergy, hydrocodone was much better for me.	F	23	 IV 1X D	8/8/2011
1	Pain	Please please please don't ues this stuff. My best friend hung herself a week ago.  She was a happy happy person with 3 grandchildren that she adored.  They spent every other weekend together.  She was packing to move closer to them and her son in a few days.  The meds caused her to halicinate and become agitated.  While packing, she suddenly became frustrated and minutes later took her life.  She would never never have done that in her normal state.  What a waste of a wonderful person.....all because of this very dangerous drug. I would destroy every last bit of it if I could.		F	57	  1X D	6/22/2011Email
4	post surgery shoulder/chronic pain	After being on this medication for a short period of time it become ineffective. I also noticed you go through withdrawal symptoms really quickly, throwing up and headaches. It must be taken every 4 hours	Coming off of it now after almost a year needing it to help me with the chronic pain and two shoulder surgeries/ I am rather than pathches and eviler demons! So side effects of coming off ANXIETY, rapid heart beat, moody, itches, severe pain. However. I will and need to do this. I am using ativan for anxiety and the upset stomach. I am only on my second day off the medication and the "real" pain of my shoulder is so very real. I also am a	F	35	10  months4mg 8X D	5/21/2011Email
3	severe pain	I have to say it stopped my severe stomach pain immediately!	Had a bad reaction. it was given to me through an IV, and it immediately took the pain away, but then the  room was looking like when you blink your eyes really fast, but at the same time your not blinking fast. The nurse left the room so I couldn't ask her if that was normal reaction and I didn't have a call button so I waited for her to come back. I didn't get to ask her. I came to a few hours later and nurse was doing something next to my bed and she said, "ah your awake, you scared us, you turned blue and wouldn't wake up and something about having to almost being intubated" and I then put my hands to my face and yup I had the oxygen mask on and saw some kind of gadget on bed. I asked at some point if I was allergic and she said NO just sensative. That stuff will put an elephant down! I guess it made my blood pressure drop really really low. I surely don't want that drug again EVER! But I think kinda the nurse should have known I could have had a bad reaction, since I did tell her I had a bad reaction to morphine, and with that I was barely breathing!	F	52	1  days? IV 1X D	2/9/2011
4	Brain Hemorrhage (from Cavernoma)	Difficulty breathing, vomiting, urinary retention.	Was given dilaudid through my IV once it was found that my brain stem was bleeding and it took the head pain away immediately. However, I didn't realize until later that many of the effects I was feeling were due to the drug being administered to me. In the MRI, I had trouble breathing as my soft palate kept collapsing. I would go to the bathroom to urinate, but couldn't. I would vomit instead. Once the drug cleared my system, I stopped vomiting and was able to urinate again.	F	25	1  days 1X D	10/14/2010
5	pulminary embolism during pregnancy	very very very bad sweating for about 10 minutes after getting the shot.	this is what the hosp emergency started me on, i could not take anything else, ive never needed pain meds before, and i feel like if they started me on something less potant it would have worked, but bc i started on this it made my tolerance go very high, so in no time i had to take large amounts to get rid of pain. however it got me though eveything, but i did have trouble converting from pump and iv dosages to pills. and my body went through withdrawl, because to ween me off they tried morphone fenteyl patches and everything else so it was like i went cold turkey	F	25	7  months10mg 6X D	9/25/2010
1	hospitalized for diverticulitis	Immediate dizziness, tightness in chest, sensation of heat, extreme sweating, feeling of extreme intoxication, nausea, vomiting		F	53	1  days 1X AN	9/18/2010
5	Kidney Transplant and C-Section	Fatigue, seeing double, feeling calm	This drug was wonderful following my Kidney/Pancreas Transplant.  Controlled the pain perfectly.	F	30	1  weeks	11/23/2009Email
