KLONOPIN+RAPIDLY+DISINTEGRATING	RATING	 REASON	SIDE EFFECTS FOR KLONOPIN RAPIDL	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
1	to withdraw off of ativan	Depression, suicide attempts, depersonalization, lethargic, agoraphobia, and lifeless!	Trying to withdraw has led to many problems including seizures!! I still am tapering off of it!! This should never be prescribed for more than a week!!	F	40	12  months10 4X AN	4/8/2013Email
1	anxiety	dizzy, clumsy, insomnia, poor decision making, night wandering, depression, fear, inner shaking, extreme change in personality	This poison should be removed permanently from the market because it is ruining lives by the thousands.  Doctors are so misinformed and misguided about how these drugs work, and ruining lives of the patients who trust them.	F	72	3  years0.5 MG 1X AN	4/8/2013
1		Horrible debilitating nerve damage and down regulated gaba receptors!		F	42	2  years1mg 1X D	4/8/2013
1	Extreme agitation - Serotonin Syndr	Depressed, no affect	This drug is extremely addictive, especially for people who are poor metabolizers. Coming off this drug was like a descent into hell and has left me with nerve damage and severe irritable bowel for years. Even if you think this drug is helping you, it has the potential to eventually destroy your life!	F	65	1  years2 mg 1X D	4/8/2013Email
4	Bipolar Disorder, high anxiety	Peaceful, no manic symptoms, depressive symptoms started to lift, massive and life-shattering panic attacks vanished immedietly.	I was prescribed this by a psychiatrist who was more interested in dosing me up with something to shut me up than finding a way to quell my problems stemming from living with Bipolar Disorder. After a few attempts that never worked out, this was the medication I settled on. And from the depths of my soul, it was worth it. I had a tiny dose and suddenly I could function as a normal human being again. The world could fall apart at my feet and I'd die with a smile on my face. I would like to clearly state that if you have an addictive personality, you should clearly not take a benzo in the first place. I see a lot of negative reviews on here, generally from people who claim it effected their family, or it effected this or that and "I got addicted" and blah blah blah. I don't doubt it, but perhaps you should have thought about that before taking the damn pill in the first place, hmm? All in all, helped my bipolar disorder on both sides of the coin, and as an added bonus it helped my crippling anxiety.	F	19	2  years.5 MG 1X D	1/4/2013Email
5	Panic w/ Agorophobia	Reduced acne, erection issues (not all the time, and very infrequent)	I can leave my house... I started taking it at 19, I'm 28.  This drug is mostly the reason I can walk outside. It's the only reason I ever met my wife. It's the only reason I didn't just off myself years ago, because fearing the world is really the worst thing any person can go through (almost, next to dying/ cancer... etc)But I am serious... just as deadly to ignore.  Klonopan along with a few other meds (no anti-depressants) have made me "OKAY"	M	28	7  years2mg 3X D	8/1/2012Email
1	anxiety, PTSD	None	Klonopin is a benzodiazepine.  The long-term withdrawal effects are horrendous, even for some people who have taken it for a very short period of time.  You can quickly build up tolerance, with a need to increase dosage.  Do not take this drug!	F	56	7  years0.5 mg 2X D	1/14/2012Email
1	anxiety	Like you dont exist.	Horrible ! I felt like a drone. Worst of the worst medications for anxiety. Dont even try being 10 minutes late taking your dose either or your brain feels like its dying of thirst or something.	F	25	1  months 2X D	6/16/2011
2	Anxiety			F	21	4  years1 MG 1X D	3/14/2011
1	anxiety, depression, panic attacks	I was prescribed this medication mainly for my depression, however it seemed to have a reverse effect on me. I became so depressed that i began cutting my arm up with a knife. I had never cut myself before taking this medicine and have not done so since I stopped taking it. I believe this to be a very dangerous drug, it scares me to see my scars and know that I could have killed myself.	My sister was also prescribed this same medication for her depression, it was crazy because even though we were not even in the same house we both had the same reactions on the very same night. My sister also cut her wrist very badly almost killing herself. My mom almost lost both her daughters on the very same night all because of klonopin!	F	21	5  days0.5 mg 1X D	10/20/2010
