TORADOL	RATING	 REASON	SIDE EFFECTS FOR TORADOL	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
5	Migraine with vomiting	None yet. I got the shot 3 hours ago. I'll pray the migraine won't come back tomorrow.  The shot, in my left hip/buttock stung at first, but quit hurting after 2 hours. Small price to pay if the migraine does not come back!  Thank You Lord.		F	56	1  days30mg	7/9/2013
1	Shoulder pain - calcific tendonitis	After injection in hospital E/R:  MIGRAINE headache, heart pounding & taccycardia, G/I gurgling & stomach pain.	This drug seems way too dangerous for generic injection use in hospital E/R settings.  Doctor said it would relieve pain and help me sleep but I was up all night with serious side effects. 12 hours later, I still have drug-induced migraine.  The slightly relieved shoulder pain was absolutely not worth it, and I am appalled at the cardiac issues.	F	59	1  timesInjection 1X O	6/19/2013Email
1	sciatica, disc degeneration	I've had this by hip injection three times (different doctors) and a 30 day pill script once.  The injections stung and made my left butt muscles ache for a couple days.  The pills made me sick to my stomach and did nothing for my pain.  The injections didn't reduce my pain at all either.	Waste of money.	F	56	  1X D	6/3/2013
3	Migraine	Nausea with every meal. My stomach hurts so bad right now and has since about two hours post-injection. My migraine got a little better but it was not fast acting. It took about 6 hours to feel any pain relief. Not my painkiller of choice. I hope these stomach issues subside soon.		F	25	1  days60mg IM	4/12/2013
3	Tension Headache	Extreme fatigue after injection. And it hurt getting it.	Went in for injection on day 12 of a tension headache. Had been taking fioricet and ibuprofen without much success. I had some relief from the shot, but the pain was back the next morning.	F	30	 1 1X D	4/3/2013Email
3	surgery	both arms and legs tingling then later on they were numb		F	25	3  days 1X AN	4/3/2013Email
3	Low back pain	It made my throat and my stomach start burning as well as the pain in my right leg worse...it did help somewhat with the pain, but the side effects I didn't care for... Not worth the side effects....		F	41	1  days30	2/14/2013
5	Migraines	Burning pain, butt sore, watery stools, stomach cramping		M	32	1  daysShot	2/1/2013
1	give injection after hurting leg	I went to the ER after falling and hurting my leg so bad I thought it was broken. It ended up just being a bruised bone, but when I was there I was given a Toradol injection in my hip. The pain caused from the shot completely over powered my leg pain and it also caused an awful headache. The next morning I woke up with a sharp/tingling and somewhat numb feeling where I was given the injection. It has been over a week and the pain has not left. I don't know what to do about it. Any advice would be greatly appreciated.		F	22	1  days	1/28/2013Email
