HYDROCODONE+BITARTRATE+AND+ACETAMINOPHEN	RATING	 REASON	SIDE EFFECTS FOR HYDROCODONE BIT	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
4	Polycystic Kidney Disease (PKD)	Works great when your suffering from flank pain caused by kidney stones and/or multiple bilateral renal cysts (PKD)		M	37	2  years5/500	1/10/2013
3	knee surgery	I've experienced constipation with severe pain in my back and side.		F	48	1  months5-325 1X AN	10/29/2012Email
2	knee surgery and other pain	Have had this drug on and off for years for varied pain.  It does not work anymore.  It takes 15 MG MINIMUM to help me with the pain.	I am trying to avoid pain meds all together these days even with my chronic pain. It's addictive and I got used to it really fast.  It takes stronger and stronger medications to even touch my pain.			6  weeks7.5mg 3X D	8/29/2012
5	Severe TBI,broken neck and back	I DT off it once in a while which is a real bitch,otherwise,maybe occasional itching.	It helps me a ton	M	52	14  years10/325 6X D	7/11/2012
3	bulging disc at L5 irritating nerve	Insomnia, terrible constipation, inability to reason or do simple math; but withdrawal was FAR worse: uncontrollable chills, diarrhea, and continued impaired mental ability.	This drug helped me bear the pain, but left me dysfunctional while taking it and for eleven days after gradual withdrawal.	F	75	5  weeks325 mg 5X D	2/24/2012
5	Wisdom teeth	Drowsiness helps me sleep last a long time takes the pain away		M	18	2  months7.5/500	12/30/2011
5	noco 10/325 for 1995 neck and back	none .anxiety from new dr.s that want to push new meds that are bad and the new dr's are to dumb to listen to thier patients	works great w/soma to relax and take away breakthrough pain.gives a person the will to live/quality of life	M	50	16  years10mg/325/m 4X D	12/9/2011Email
4	moderate-severe neck pain	euphoria, lightheadedness, itchy nose, mild drowsiness	(Generic) Vicodin is the ONLY thing to take away the excruciating neck pain that I've had for the past month as a result of a muscle spasm. I tried various NSAIDs in high doses & two different muscle relaxers to no avail. This is the ony drug that helped significantly with the pain. I don't mind the side effects at home, but at work they are a little distracting. It's worth it for the relief of chronic pain!	F	39	2  days5-500 2X D	6/29/2011
1	Moderate back pain	This drug did not provide ANY noticeable pain relief. Instead, I experienced headaches, drowsiness, mild depression, numbness and feeling "stoned."	Everyone's body chemistry must be different because this drug worked wonders for my mom after she had a total knee replacement. As for me, it did nothing but add to my problems. Will not take again.	F	30	7  days5-500 2X D	6/13/2011Email
4	Torn rotaters cup	Very itchy all over. Dizziness. stomach aches sometimes. vomiting.	When starting to fall asleep at night, just when i began to go into a dream I would hear a really loud popping noise and would make me jump right out of bed. every night this would happen, I know you may look at it is as if it were maybe because of how many i was taking at a time, but i really couldnt help it everyday i would take more and more because i kept gaining a high tollerance to them after a couple of months i started to realize that this was probably do significant damage to my body and havent took them sence. I got so bad into taking them i was taking over 17 aday at one time, i was surprised i never came close to an overdose.	M	18	2  months1000 Mg 10X D	3/22/2011Email
3	Kidney stones	Itchy nose(!) and nausea / lack of appetite	I had to take this for pain due to kidney stones. It definitely works to alleviate the pain, however the nausea that it caused made me not want to take it. It helped if I took the medicine and then just went to bed and laid real still...	F	47	 7.5-500 1X AN	2/3/2011Email
5	post surgical hip replacement	Constipation, loss of appetite, withdrawal	I'd still be taking this if my surgeon would let me.  I started out taking 8 a day, and eventually weaned myself down to one per day.  Withdrawal lasted for about 1.5 weeks.  It's great for surgical recovery until you have to give it up.  Milk of Magnesia worked for me for the constipation and I lost 15 pounds from loss af appetite.	F	50	2  months 1X D	1/24/2011
4	Fibromyalgia (daily widespread pain	None.	I have daily widespread pain, in various locations in varying intensity every day since 1998. I wake up in pain and go to bed in pain, sleep is even painful. I do not have a propensity for addiction. I have used the same dose (5mg) and frequency of this drug for 10 years. It still works the same as it did 10 years ago. It doesn't take all my pain away but it helps a great deal and allows me to make it through 2/3 of the day without being severely limited by pain, hold down gainful full time employment and lead a somewhat normal life, for that I am very grateful.	F	49	10  years5 MG 2X D	1/19/2011Email
4	Back pain	Works wonders for my back pain, best to take with food to avoid nausea.	Found myself taking it more often than prescribed because it kills the pain and makes me want to do stuff. The euphoric rush that gives you energy feels great, however tolerance builds and you need to take more and more. Sometimes have strange dreams, however I actually enjoy bizarre dreams and just laugh it off. Overall a wonderful drug, try to get it with the least tylenol mixed in such as 5/325mg or 10/325. Tylenol can cause liver damage over years of usage	M	43	1  years5/325 3X D	12/29/2010
5	Neck/joint pain + Chronic head ache	A little foggy at first, But zero sleep issues. Puts me in a great mood, Most likely due to the fact that I'm virtually pain free for the first time in 15 years..	I had been living in vegas for awhile, And finally decided it was time to look into some other options for pain treatment. I had done everything I could to avoid having to depend on RX drugs. Unfortunately after 15 years of trying everything else, It just wasn't enough anymore..After having a couple of visits with my families dr, We decided it would be worth a shot to start on a low dose of hydrocodone, And it was truly a life saver!..Sadly I had to move and am now stuck having to deal with dr's who are scared to RX a narcotic and I'm back having to try all the other crap that doesn't work first! I've even been given multiple urine tests all of which have been negative for every possible drug! So expect to jump through a few hoops and try a few different dr's before given an RX for this medicine..Bottom line, is it actually works!..	M	28	3  months 2X D	10/24/2010
4	shoulder surgery	I was taking 1 pill 2x day off and on for 2 yrs. In the last 2 months i started taking 2 pills 2x day. Boy was that a mistake. I experienced insomnia for 2 months straight and didn't feel like i could function without the pill. So, a week ago i decided to stop cold turkey, another major mistake.  After the 2nd day, i started experiencing chills, couldn't sleep for 3 days because my heart felt like it was going to jump out of my chest cause it was beating so fast, i felt like i was having a heart attack, i felt nauseated and had muscle aches. After the third day without any hydrocodone, i had to start taking clonazepam to calm my heart rate down. It did help quite a lot. I won't be taking anymore hydrocodone. Also, i know that clonazepam is very addictive too. I'm only taking .5mg/1x day for about a week until the withdrawal my symptoms subside. After this, absolutely no more prescribed medication for me, period! unless it's life or death.Don't fall into the trap like i did.  I kept t		M	47	2  years7.5/325 2X D	10/20/2010
4	Pinched Nerve/Interstitial Cystitis	None	It took four trips to the emergency room before someone prescribed this. Turns out I have a pinched nerve in my right hip that radiates pain from my hip to my right knee. One to two pills every four hours as needed.  At first one pill was enough to deaden it enough for me to get to sleep. Either the pain is increasing or my body is getting used to the medicine. That is scary because the pain is the kind you actually contemplate cutting your leg off to stop. Interestingly enough, it also helps with my Interstital Cystitis, although it isn't prescribed for it. Kill two pains with one stone?  I'm not complaining. I have had to use it every day for the last couple weeks, sometimes a couple times a day. I'm not noticing any side effects/addictive tendencies. Can't wait to get off it though.  Why take chances?	M	39	3  months7.5-15mg 1X D	5/2/2010Email
3	severe menstrual cramps	drowsiness, mental fog, high as a kite	have tried every possible remedy under the sun for my horrible cramps and asked my doctor for something stronger, just to use a few days a month. This is a lifesaver for me...for the first time in a LONG time, I can be pain free instead of doubled over in pain, missing work curled up in bed, etc. I combined 1 hydrocodone w/ 2 Advils and it really took the pain away. The only problem is I feel so stoned after just taking 1 and I can't be taking that while I'm at work.  I will definitely only be taking it on the severe pain days as I do love the fact it takes the pain away, but don't like the side effects.	F	38	2  days5-500 2X D	4/14/2010
5	post op pain	Sedation/euphoria/itchiness/thats about it	The stuff worked too well apparently so they gave me Darvs instead. It's ok to live with pain, but GOD FORBID if you get some euphoria. The stuff actually worked though, but wore off quickly. I could see how this could be very addictive given world and time enough.	M	27	5  days10-20mg 4X D	2/11/2010
