CIPRO+HC	RATING	 REASON	SIDE EFFECTS FOR CIPRO HC	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
5	Cipro 500 tabs	Not any at all	I even take dilantin to and this cipro never caused me any problems at all.... I had a swelling genitle area and it seemed to work fine!!!!! Never bothered my epilepsy at all i only had one small one i can say i have had all the time i was on cipro... I know i only had one seizure and it was a very small one i know when i have them by how i feel afterwards.... Id take it again anytime anyday of the week....	M	38	10  days 2X D	4/28/2012Email
3	UTI/Bladder infection	extreme fatigue, joint pain especially in shoulder, nausea, constipation, light headed, dizziness, popping in lower back, back pain, feeling of hopelessness, depression, and extreme weight gain, cloudy thoughts, I was on cipro and I gained 10 lbs in about a 2 week period of time.	If you are able to deal with the side effects, then I would recommend this drug. I guess the benefits out weigh the side effects and risks.	F	48	10  days 2X D	4/16/2012Email
5	UTI but it also helped another prob	None.	Orginally put on for 3 days.  UTI symptoms improved but infection did not clear.  5 days, 250mg, 2x per day, cleared the UTI AND coicidentally helped a skin rash, elsewhere, that hadn't responded to multiple medications.	F	45	5  days250mg 2X D	3/18/2012
3	Diverticulitis	this is a very scary drug to take, I have had vivid nightmares, aching pains in my joints, extream tiredness, flu like symptoms, madding thoughts of hurting others,acid reflux so bad I could feel it in my sinuses,burning behind the eyes,I hear poping sounds in my color bones,my chest,elbows, back and spine area ect. I am a 39 year old male taking this with Flangyl to fight Diverticulits.	Most of all of this started after comming home from the hospital, I didn't know it was these meds alone that was causeing my proablems because while I was in the hospital I was given these drugs through IV, wasn't allowed to eat or drink by mouth and was given injections of Morphine for the pain. So of corse I was blamming the combo of drugs on what I was dealing with in the Hospital, but once I came home and started the pill form of these drugs I started to feel the full side effects and was thinking I was going to die by day 3. I have fought through the madness because I want to be healed of the pain and have yet to be seen by my regular doctor. I must have drove the on call nurse through my insurance crazy with "am I alright" questions. I am still bothered bby what this drug does to the human mind and body. If you are on this medacation I suggest talking with a Shrink to help pull you through because your doctor will say your just crazy as long as your not running a feaver of 101.5 and not bleeding in your stool. If you are a sufferer and would like to have someone to talk to feel free to e-mail me.	M	39	6  days500 2X D	3/5/2012Email
5	UTI	Absolutely none, except a bit of nausea the first time I took it, which vanished pretty quick.	Not entirely done with my first prescription of Cipro (5 days), but on day 2 I've already noticed much less burning with my UTI. Avoid bactrim and that other one if possible, Cipro is apparently much more effective. Also, disregard the horror stories here unless you have bad medical history. I have a horrible immune system and I feel sick often, and I had NO side-effects aside from the first bit of nausea (I did scarf a meal directly after though, that probably caused it). This antibiotic gets two thumbs up from me, especially since it only cost me $4 without insurance :]I recommend this, highly.	F	18	5  days500mg 2X D	12/28/2011
4	UTI Bladder and kidney infection	unable to sleep at night during the first 3 or 4 days, slight aches in body during first few days, strange headache pain behind one eye experienced during mid week which went away after two painkillers (perheps too much lighting around me that day?) but apart from that this medicine worked for me and overall worth it. I have just finished the whole course of antibiotics and I feel a lot better. A little weary that I may still have a slight kidney infection or maybe a kidney stone. I will give it a couple of days. No problem with urine, drinking at least 3 litres of water for the past 2 weeks, before that upto or at least 2 litres of water a day. Urine is somewhat cloudy. I can tell there are white blood cells because of this. I will wait a few days to see how I feel and pay very close attention to what my body is telling me.	Overall this medicine is very good. This is the second time I have used this antibiotic. First time was when I first got a UTI with all the classic symptoms of a lower UTI/ bladder infection which was 2 years ago. This time I didnt have problem urinating buy my pain was more in the kidney area. I had flank pain. My flank pain is pretty much gone but I only feel 90 percent better. My urine is somewhat cloudy although Im drinking at least 3 litres of water a day and keeping fairly active also a little ache on my left side but almost gone/ on and off. I'm giving it two more days, I should feel 100 percent by them if not Im making a trip to the doctor because even if my uti has completely cleared and its not a kidney stone it would be something else. But I do feel so much better	F	26	7  days500mg 2X D	1/28/2011
4	cUTI (Complicated UTI)	Lethargy, Joint Pains, Palpitations, Constipation, Blurry Vision	Regardless of all its side effects, Cipro has indeed served well in treating UTI. It seems too strong for a medication, or I may just have a very weak immune system to begin  with.	F	21	10  days500 mg 2X D	1/16/2011
5	UTI/INNER EAR INFECTION	STIFF NECK.  A VERY SHORT PERIOD LIKE CRAMPS FOR A FEW MINUTES ON AND OFF	I have taken this more than 3 times, I get UTI often since my daughter was born 16 month ago. And it does work. My ear is 95% feeling better. Yes side effects are scary for all of us, so is driving a car. Get over it. It helps..and have you noticed that the older the woman the worse off they are with this medication..bc i saw a 23 yr old who said she loved it..no problems..im in my mid20s and NEVER had an issue!	F	25	12  days500 2X D	11/29/2010Email
1	UTI	Unusual weight gain and extreme fatigue.  My weight always stays close to 110 lbs, in 1 week I weigh 118.  I was horribly hungry and gained between 5 and 8 lbs.  I had to drop the dosage half way through the week to 1/2 because it was too strong, and then I stopped taking it before the 10 days because my clothes are so tight..this is UNREAL!!!	I HATE THIS MEDICATION =/	F	46	7  days500 mg 2X D	11/28/2010
4	Strep Throat	Tendon pain, nausea, loose bowels, insomnia	Side effects diminished with a week of being on Cipro, began to have significant improvement over the past 2 days in particular. This is the third time I've been on Cipro for an illness. It's the only antibiotic I can take without life threatening side effects and works very well.	F	39	11  days 2X D	10/29/2010Email
4	Food Poisoning	None. Read my comment to the right.	I was very sick for 6 days. Within 2 hours of taking this medication I was no longer sick or in pain and this pill healed me. My goodness everyone wrote horror stories on here. The ONLY side effect I had was I became sleepy. For the overly concerned that does not mean fainting or power sleeping. I mean I felt a bit sleepy for about 20 minutes then it stopped. I felt relaxed and not alarmed at all. It is easy on the stomach. I have a sensitive stomach. I took it with food and drank full bottle of water. I am going on day 3. Dear overly concerned notice your heart is beating faster before even taking the medication. This is because your brain controls your body, just as if someone jumped out and scared you your heart rate rises, which indicates the body and brain relationship. Stop driving yourself insane. I did. BAD. And look. I ended up being sleepy lol. Email me if you need any help. It is to the right of this box.	M	28	5  days500 2X D	9/19/2010Email
1	Possible Strep Throat	Cannot drive car,had to pull over, too much anxiety,Panic.  Feeling profound sadness, suicidal thinking. My normal blood pressure is sky high now. Feet and hands hurt and tingle. Lower back pain, very irritable, jumpy at the slightest noise. A "hangover" feeling and spacy.	Went to doc about it, he told me to stop it immediately. labs show I didn't have Strep throat after all,(took it for nothing)But it may be the reason for the strange lab result showing my hypothyroidism (low) which was always within normal level with the thyroid med, lab test now shows it is Hyperthyroid, which is VERY STRANGE and now there is protein in my urine which means kidney is being damaged, this is puzzling my G.P.and I. And I'm sure it's aggravating the symptoms I'm having, but how long will this go on?? They've reduced my thyroid meds now hoping that will go back to normal, I've been off the Ciprofloxacin 500mg for 7 days. Still it feels as though I'm getting worse, not better. It's a shame this med can cause this since it can really help knock out an infection. But, this is the end for me using this med from now on. I also use the ear drops for chronic ear problems, but have now gone back to the old fashioned one. My suggestion to anyone that is prescribed this, start out with a very small dosage for a few days and see how it works for you. You may be glad you did that, you wouldn't want to be feeling what me and others I've read on here are or have gone through with this med.	F	52	5  days250mg 2X D	2/11/2010
1	UTI	Numb from hips down to toes in both legs.  Muscle spasms, naseau and dry heaves.	Writing this in regards to my mother.  She was just prescribed this for a UTI.  She's taken 7 pills and is not able to walk.  Have contacted local emergency rooms and they are referring us to speak with our local pharmacist.  She is stopping this immdediately.  I'm praying to God that her side effects will stop.  She is currently being treated for Colorectal cancer and doesn't need anything else to worry about.  Please do not take this medicine.  I wish I would have known about this before she went on it!	F	60	4  days	1/9/2010Email
5	Kidney and UTI infection	None	Was having quite a bit of pain in my kidney area lower back, about 12 hours after the first dose, I started feeling so much better. The kidney pain was gone and the burning in my pelvic area reduced. I was feeling really ill before the first dose with fatigue, chills, head fogginess, no appetite and all of those symptoms resolved withing the first 24 hours. It's a wonderful miracle drug for me!	F	37	7  days	11/17/2009
3	UTI	Had very rapid heartbeat on 500 mg.   Prescription was changed to 250 mg.  Worked quickly to reduce symptoms of the UTI but was very anxious and exhausted most of the time.  Also have had joint pain in hands, neck and legs.  Did help with the UTI however.		F	65	 	11/2/2009
