BUPROPION+HCL	RATING	 REASON	SIDE EFFECTS FOR BUPROPION HCL	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
3	stop smoking	This medicine makes me sick...literally...loss of appetite...nausea...vomiting..dizziness...lightheaded almost feel high....the only thing about it is...It makes me too sick to smoke!		F	36	2  weeks	1/18/2013
2	depression	EXTREME sweating, paranoia, weight gain (22lbs!!!!)		F	29	4  months150mg	12/1/2012
2	Depression	The first three days I had a slight headache and increased energy.. By day four, I was hungry, hungry, hungry! I've been the same weight --122 lbs for five years and usually limit sweets.  Now, I have gained five lbs. after a month of bupropion and am constantly drawn to carbohydrates! Plus,  i have zero sex drive.  Typically, I'm pretty interested in sex,  but since starting this drug, i have trouble even reaching the big "o".  Reduced sensitivity or something, I'm going off this drug ASAP! The only pro has been a slightly increased energy level, but not enough to justify the cons.		F	41	30  days100 1X D	7/12/2012
3	ADHD/mood stabilizer	Extreme shakiness over my entire body. It messed with my throat and caused me to stutter my speech. Occasional headaches. Nausea.	It really helped with my concentration and anxiety. The shaky thing (which is actually happening as I am typing this) was extreme. I feel like Dr. Katz.	M	28	3  months 2X D	5/16/2012Email
2	Stress	Less problematic than Lexapro......	Other than greatly diminished road rage, I can't really tell if its doing anything.	M	64	1  years 2X D	5/11/2012
1	depression	The generic worked ok for my mood. However, I did go down 1 pill (normally 3), and I lost all treatment affects. I went back up a week later, and my mood improved. However, I gained 20 lbs while I was taking the generic, and I had HORRIBLE food and refined carbohydrate cravings the entire time I took this. The generic also made my chest breakout in tons of whiteheads. I've been off the generic for 3 weeks now. The cravings subsided about 72 hours after I stopped it, and my skin is finally getting back to normal. The cravings were really surprising because I've never had that problem on Glaxo Wellbutrin. I do not know what lab made the generic I took.	Terrible drug. AWFUL! If you have any trouble with your weight, beware.	F	35	2  months450 1X D	5/4/2011Email
1	depression	DOES NOT WORK!!!!!	I tried the generic twice on 2 different occassions... XL then 100 mg twice a day.   IT DID NOT WORK!!!  I know several people who have this same complaint.The generic should be taken off the market until its corrected and stop misleading the FDA into believing its the same drug.. IT IS NOT!!!!!!!	F	53	30  days150mg XL 1X D	3/5/2011Email
1	Yes	HORRIBLE sweating, weight loss, slight improvement in outlook on life	I WAS on Bupropion CHL XL, 150mg, 1x per day made by Watson Pharma for about three or four months.  The weight loss/slight lack of appetite was nice but the sweating was unbearable. Before this drug, I RARELY sweated, even in hot weather or when working out hard. Now, walking around in 40 degree weather leaves my sweaty. I'm not heavy, so weight is not the reason for the sweating. Here's the thing - Ive been 100% OFF this horrible medication for about 10 months and the sweating seems to be permanent, which is awful! HAS ANYONE ELSE EXPERIENCED THIS?!?  HeLp!!!	F	40	4  months150 1X D	3/20/2010Email
4	Depression	I have had a strange metallic taste in my mouth while taking Wellbutrin as well as its generic form, Bupropion-- which I recently learned can be a side effect. I experience this gross metal taste off and on, at random moments, maybe once or twice a month. Other than that, please refer to my other comment.	***I am the same person who complained of muscle soreness in my legs while taking Bupropion. I wanted to add that that symptom has gone away, and my psychiatrist tells me that Bupropion is linked to muscle soreness/tightness in small muscle groups, such as the jaw/neck, but not in the larger muscle groups in the legs. So the muscle soreness may not be caused by Bupropion, and I have consequently changed my rating of this medication from a 3 to a 4.	F	27	2  months	10/29/2009
5	Depression	anxiety out of roof, confused a little, stomach felt funny	distributed by EON bupropion hcl SR 150mg and tried wellbutrin xl 150mg. EON is round blue bupropion pill thats sooooo well worth it if you get a chance to buy it, take it over bupropion xl. it is great. feel so much better with both brands but EON bupropion SR is sooo well	M	23	3  months	10/14/2009Email
