CONCERTA	RATING	 REASON	SIDE EFFECTS FOR CONCERTA	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
4	Adhd	This medicine helped my grades dramatically! I am doing so well in school and im so happy. The down side is ive had so many side effects. I have lost my appetite COMPLETLEY and at 3am i binge eat which is getting out of hand. I find it so hard to sleep, im lucky if i fit in 5 hours a night. I have really embarrassing nervous twitches, blinking really hard, scrunching up my face and clearing my throat 24/7. I panic alot at the smallest things and have basically lost all confidence to public speak or talk infront of huge people. I stutter my words a little bit lately and overthink alot too. Since i dont eat, i cant sleep which means at school i try to focus but im so hungry and tired i cant! Sometimes i wont take my tablet just so i get a good nights sleep and actually eat, but i am so unfocused without it. It helps but its a risk		F	16	1  years	4/1/2013
1	Bipolar I disorder			M	58	 36mg 1X D	4/1/2013EmailHistory
1	ODD/educational use.	I have to say that this is the worst medication I have ever taken or even created. First of all, when I first took it It felt alright, and then I started to feel crappy and not being able to eat. It honestly feels like methanphetamines, and I have done that and feels the exact same way. As well, this medication could be highly addicting, as well as abusive, I even abused it and yes it does add a high. Like really, I don't understand why doctors give this out when its not even healthy for you! If your on this get off immediately!		M	16	4  days54mg	3/30/2013Email
5	ADHD	Some trouble sleeping at night.   Best to take the second you wake up. 10 year old son on 72mg for 3 months.    only trouble is sleeping as well.	It is a great medication, providing you take consistently.   I don't believe in breaks.   I find if you break, the first couple days rough emotionally, and i find it works best after 2 weeks straight.   but thats just me.	M	36	4  years72MG 1X D	3/18/2013Email
5	ADD	The best description i have for effects of taking concerta is "Limitless" the movie that when taking this clear pill changes this guys life dramaticly. (with out it turning bad of course). 1 bad thing with me taking it is i have to stop. my insurance claims that me being 20 has no need for this medication. without it i get so bad that i irratate myself because i say things without thinking, i am bouncing off the walls, and i cant stay quit even if noone is around. another bad thing is that the 2nd year i was on it i got very depressed (not from the medication) and after that started anxiety then came severe panic disorder mostly because of the amount of caffiene plus my depresstion but now my mind works different bc of the concerta and i cant get away from the panic until i was prescribed colonzapam which now slows me down. great medication but caution when using		M	20	5  years54-36	2/24/2013Email
4	ADD	Nausea, terrible mood swings when coming off, jittery, no appetite.		F	19	3  months27 Mg	2/5/2013
4	ADHD/ADD	Headaches,Rapid Heart Rate,Muscle Twitches,Jitters,Loss of weight (30 pounds),Lack of hunger,Loss of balance falling over time to time		M	17	4  years18mg-72mg	1/31/2013Email
5	adhd	Stomach pains, diarrhea, anxiety, weight loss all in all good medicine! I can focus better, I feel great and I can complete my tasks like I'm supposed to. I have more motivation to do things. My memory has improved. My relationship with people has improved. The way I'm talking is more clearer. It's nice to feel your mind clear. I didn't know I had ADHD until my psychiatrist prescribed it. Works awesome and I'm very happy.		F	25	10  days18 mg	1/17/2013Email
4	add cause by concussions	It worked but i would get headaches about 45 minutes after dosing. lasted 12 hours for me depending on if i had a high protien diet that day. the headaches wouldnt go away ever so i switched to vyvanse. it helped and was a great medication except those darn headaches.		M	22	3  months27mg	1/16/2013
4	Narcolepsy	Heart palpitations, muscle twitches, nausea, loss of appetite, anxiety/panic attacks,		F	16	1  months18 mg 1X D	1/16/2013
4	ADD	Mood swings, anxiety, depression, had a hard time falling asleep at first, severe migraines, blacked out vision as some points, rapid heart rate, no appetite, slight shaking of hands		F	24	4  years27	12/19/2012
3	add, adhd	Pros - helped with grades and helped me to focuscons - weight loss (im currently 96 lbs ), hard time getting to sleep, depression, lack of emotion, over thinking		F	14	8  months18	12/11/2012
4	ADHD combined type	BadLoss of appetite'dull' personalityFrequent bowl momentsMade my insomnia worse AnxietyGoodIncreased focusControlled hyperactivityFelt calm		F	20	7  years54  1 xD	11/28/2012
5	ADHD			F	20	2  years36MG 1X D	11/20/2012
4	Concentration defecit	So far this is just what I needed. Feel like my old self again		M	48	2  days18	11/7/2012
5	ADHD	Loss in appetite, for the first few weeks I had an increased heart rate for the first few hours after taking my pill in the morning.	This medication has greatly improved my life!  I went on it for the first time when I was 15, because I was so depressed and counseling was not helping.  One doctor even put me on anti depressants, which just made me feel like a zombie.  Then a doctor tested me for ADHD, which might have been missed since I was such a good student, and it turned out I had most of the symptoms.  I was like a new person with concerta, learning didn't feel so exhausting anymore. Focusing wasn't such a metal workout. I was much happier.  When I was 21 I went off of it for a year because I felt pressured to by society, and I gained a ton of weight, didn't feel like myself, and became depressed.  I went back on after a year of being of it and felt like myself again, and became committed to a fitness routine and lost all the weight I gained and more.  I'll never be guilt tripped into going off of it again, it helps me to be more myself.	F	23	7  years36 1X D	11/5/2012Email
3	ADD	headaches, appetite loss, very fast heart beat, severe breathlessness, fidgity but only in the beginning.	My 15 year old son started because he was disruptive in class, poor concentration, terrible grades. So far he says he can focus better and he grades have improved and, he has lots of energy. Orginally he started on 27mg but was very frightened by the side effects, racing heart, tremors, extreme breathlessness and a very bad headache. He was only supoposed to be on this dose for a week then go up to the prescribed dose for his weight = 36mg. He came off for a week then dropped the dose to 18mg. Said it was much better; noticed it was very diffiuclt to come off it at the weekends as he experineced the symptoms again on monday when he re-started. After a month he said he felt the dose should go up and he started taking the 27mg. This dose seems to be working for him; suspect he could do with 36mg but he doesn't want to try this dose. Best advanage is he is no longer so depressed as his grades are better and he doesn't get into so much trouble at school anymore. He chooses himself to take continously, no weekend breaks and even sets early morning alarm so he doesn't miss. I think he must be seeing a big difference if he is so diligent about taking it!	M	15	3  months27MG 1X D	10/18/2012
5	ADD	Insomnia & decreased appetite  -  I've now been on this medication for 6 days and will increase the dose again tomorrow to 54mg.  So far, these are the only two side effects I've experienced.  I was really irritable on day 3, but I think this might be hormone related, not drug related.  I'm glad my doctor started me on a lower dose to begin with, and I'm a little nervous about doubling my dose!  I'm not sleeping much and I'm worried that it will get worse!  If anyone has any advice on how to cope with the insomnia, please let me know... I'm kinda tired!	I still feel a deep sense of calm on this drug and so far it's been a big help, even after just 6 days. I don't feel like I have to 'go, go, go' yet, but I have noticed that I'm not so overwhelmed with things I need to get done.  In fact, I feel for the first time in years, like I actually want to accomplish stuff.  I had started to find everyday life too much, and would end up getting very little done in a day.  My focus hasn't improved a whole lot yet, but I'm very happy with the overall drug so far.  Just being able to look at the dishes and get them done without feeling like it was "too much" is fantastic.  Everything stressed me out, and the feeling of being overwhelmed by most everything has diminished so much.	F	45	6  days27mg 1X D	10/9/2012EmailHistory
4	ADHD	I was recently diagnosed with ADHD, yes from my doctor. He set me up with 54mg of Concerta. He said take it everyday for the first week. Well today was the first day. I felt excellent. I completed a lot of my tasks with no distractions. I felt focused, relaxed, confident and had a sense of calmess. Mind you I was freaked out about trying this drug because I never took any kind of meds or drugs. It worked great. After around 5 hours the side effects kicked in. This include fast heart rate 90bpm, nervousness, headache, loss of apetite. I felt kind of scared because my heart was racing, it lasted for 4 hours. But slowly decreased in speed. I took 2 ibuprophens for my headache. Can anyone email me why my side effects were so harsh? Is 54mg too much. My doc said take on pill everyday but I feel like that's unhealthy. Please email me! I would Greatly appreciate it! And if anyone has any questions also feel free to send an email! I will answer back. :)		M	20	1  days54 MG	10/7/2012Email
4	ADHD	head aches, no appetite, no emotion, depression, no eye contact, no sleep, always worrying, looking around constantly, always have to be busy, and you feel like the drug is literally wastinng you away in the middle of the day.	i love concerta like the side effects are bad but ive been taken it for 9 years and im used to it. im at the highest dosage 72 MG and my grades are good and everything is good honeslty the side affects can be bad but if you need this to concentrate in school it will help.	F	16	9  years72 MG 1X D	10/1/2012
4	ADD, MDD, and Social Anxiety/Phobia	I am about as hungry as I always was, but now I can't eat nearly as much as used to. I've also noticed that I'm having a few more panic attacks. I'm a bit more suspicious of people, so maybe very mild paranoia. My OCD is a bit worse. I sometimes sweat like a pig or get heartburn after taking this med. Whenever I don't take Concerta, I feel like I've got the flu and experience severe anxiety/depression. Oh, and the drug is constipating.	Okay, here's a bit of exposition. See, I was always a good student. A B was typically the lowest score I'd get. However, when Ninth grade rolled around, it rolled over me. My A's and B's degraded into D's and F's. I was confused about this, and that confusion turned into rage. To put it bluntly, I was an ass. My family berated me for my inability to focus, which caused me a rather large amount of distress. Eventually, I plunged into despair and just gave up. Until I received Concerta last January. This med changed my life for the better. I was rather hesitant to take this drug, as I worried that it would worsen my anxiety. I didn't even know I had ADD, so that was a knock.So, the next morning dawned and I popped one of those yellow little pills. Within minutes, I felt my focus becoming sharper and my generally dark mood starting to lift.Let me cut to the chase: This drug changed my life for the better. My GPA skyrocketed, and is now at 3.0 and rising. I no longer harbor violent feelings toward others and myself. People like me now, and I find myself liking them, too. My anxiety rears its ugly head a bit more often now, but considering the benefits that this med gave me, I'd say it is a fair price to pay. So, to parents and patients of every age, I implore you to consider Concerta as a treatment option. This medicine gave me my life back.	M	16	9  months18 M.G 1X D	9/24/2012
4	ADHD	No Appetite. Dry Mouth. Hands always Shaking.	Increased focus and slightly calming. Makes it hard to eat a normal amount of food	M	19	11  years126 MG 1X D	9/21/2012
