LUVOX	RATING	 REASON	SIDE EFFECTS FOR LUVOX	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
3	OCD	Slept away entire morning		M	71	1  months50 MG	4/10/2013
2	OCD	Immediate side effect was stomach discomfort. Went away within about a week. After two weeks, had great difficulty reaching orgasm if at all. Dropped to 12.5mg on days expected to have sex. Still could not orgasm. Extremely frustrated. I want my OCD GONE but I want my extremely gratifying intimacy with my husband back. PLEASE....can't science do any better than this??!		F	51	3  weeks25 mg	3/26/2013
5	OCD, Anxiety	The primary drawback I have experienced is reduced libido and difficulty with orgasm. It is definitely something to take into account if you need more than 100 - 125 mg per day. However, maintaining a high level of physical activity (weightlifting and walking for me) seemed to offset the side effects significantly.	The side effects worsen with dosage increases. Fortunately it actually does what it says it does. For me at least, it eliminated all anxiety issues and reduced compulsive thought patterns by at least 75%. Even under significant stress I can still get through really bad days w/o anxiety attacks and minimal compulsive thought patterns.	M	55	15  years150 mg 1X D	3/7/2013Email
4	Obsessive thinking, GAD, depression	Initially some nausea and headaches, but tolerable. Went away after a week.	Where all other AD's failed, Luvox managed to stop the obsessive thinking dead in it's tracks within a few days and lifted the depression. For anxiety it lags a bit behind and I had hoped for more, but you can't have it all I guess... I can't tolerate a higher dose than 50mg because upping to 100 made me -still after a month- feel suicidal. Not a miracle drug but it definitely made me feel better. The good news is that it doesn't mess with sexual function at all. I tried to quit recently, but after two weeks I felt just as bad as when I started. So now I'm back on it again for a week and I already feel the benefits.	M	58	6  months50mg 1X D	2/11/2013Email
5	Depression		After trying four anti-depressants & experiencing terrible side effects, this was the only one that made me feel normal again.	F	37	16  years100 mg. 1X D	11/28/2012Email
4	depression and OCD	Nightmares nearly every night. Low sex drive, hard to climax. For a while it reactivated my Tourette's Syndrome. So tired for the first year.	A hard medication to become accustomed to. Should not be given to anyone under 21, in my opinion. One of the Columbine shooters (Eric Harris) reportedly was on it. Helpful, although I still have bouts of depression (have had ECT in the last two years) and OCD increases with stress.	M	53	10  years300mg 1X D	11/27/2012Email
5	OCD & Depression	A little nausea in the beginning but didn't last long.		F	42	6  years100	11/23/2012
5	Depression	Every known drug was tried to treat my depression. The next step was shock treatment. This drug took a while to work but it did and has for 12 years. I have tried to go off of it just to see if I need it. It's a horrible withdrawal.		F	59	12  years100mg 1X D	11/21/2012Email
4	Depression	Insomnia only	Took it back in 07 after other initial ssris became gradually less effective (ie zoloft, lexapro).   It made my mood at least a 9/10  and my libido skyrocketed.   Not only no sexual side effects compared to the other ssri  (this is documented in literature),  but actually enhanced it.  Had to go off due to getting severe insomnia on it.   I just could not get to sleep and would have to take medication each night to initiate sleep.  I rated 4 instead of 5 only due to the insomnia and apparently this is not a common effect.  Rather, its more common to get sleepiness and hence PM dosing is suggested.  So its definitely worth a shot.	M	28	30  days150 1X D	11/20/2012Email
1	anxiety	Nausea, gas, bloating, so tired during the day,but needed ativan to sleep at night, agitation		F	30	1  months150mg	11/16/2012
1	OCD, anxiety	Manic episodes, insomnia, anxiety, hallucinations, delusions, paranoia, anorexia, weight loss, dry mouth, amnesia, fatigue, lower extremity muscle spasms, upper extremity tremors, nightmares, vertigo		F	28	3  months100 MG	10/21/2012
4	Depression,OCD	Fatigue,teeth grinding	Always feel exhausted especially late afternoon, grinding teeth has become so normal I don't even know I am doing it. However, the good of this med outweigh the side effects.	F	48	6  months200 1X D	10/5/2012
3	OCD and GAD	So far this drug has worked well for me, but I must say that the side effects have been nausea, shocks to the brain, and so forth. I must say though that I am coming off of Paxil 60 mg daily to Luvox 100 mg daily at night. I hope that the medicine is just taking effect and will get better.		M	26	7  days100 mg 1X D	9/16/2012Email
2	Depression / OCD	Nausea at the beginning, low sex drive, harder to orgasm	At the beginning, Luvox really helped me with my OCD, but then it just got worse and I got even more depressed too. I don't want to get out of my room. I really hope it will get better...	F	20	5  months150 mg 1X D	9/3/2012
2	depression ocd	i feel like i am speeded up  palps up high anxiety feel like i cant slow my body down	i dont know about this is i have a heart problem and it bothers me also runs stomach problems also i feel a funny feeling in my arms and legs like they are about ready to take off and fly away.	M	59	6  days50mg 2X D	8/11/2012Email
5	OCD	Dry Mouth, restlessness at bedtime,muscle tension	I took 25-50mg for 13yrs with great results. Recently increased due to stress bringing back all old symptoms to 75mg and 2days ago to 100mg. I already feel a difference. I swear by this stuff!!	F	34	13  years100MG 1X D	8/8/2012Email
4	Social anxiety severe panic attacks	I Loved it it made me a different person! But the tiredness and not being able to climax sucked. But I wish it was still on the market		F	27	6  months100 mg	8/4/2012Email
5	OCD anxiety	Sweating		F	11	4  years	7/28/2012
5	OCD, major depression	i have not had any major side effects, except low sex drive. I also take Prozac 20 mg. which also have side effects of low sex drive. I rather have low sex drive then continue feeling depressed and obsessive thoughts that i want to die.	I LOVE LUVOX! Luvox have saved my life for the past 11 years. I have been on Zoloft in the past which was good with the combination of Prozac, but after 4-5 years the combination stop working. Once, i got started on  Luvox 11 years ago, my depression lifted and also the thoughts associated with OCD within 6 weeks. I had to be very patient. Thank God for a supportive family and co workers at that time.  I completed therapy also with the addition of Prozac 20 mg. to be taken with the LuVox. I have also taken Luvox CR that work well also for a short time, but it is very expensive and i had to return to regular Luvox. I am currently taking a dosage of 150 mg of Luvox with 20 mg. of Prozac daily and continue feeling GREAT. I am careful with other drugs that may interact with Luvox, because once certain drugs interact with Luvox, it takes a some days (unknown amount) for the Luvox to start working again. I love Luvox and pray it never stop working. I am a person who will have to be on antidepressants for the remaining of my life, because i of the three episodes of depression i have experienced from the age of 21 to presently. I have some small depression or OCD episode, but nothing severe since 2006. I need for Luvox to keep on working.	F	38	11  years150 mg 2X D	7/13/2012Email
3	Anxiety, social anxiety	Memory loss, sweating	Found this drug helped in the beginning, but not so much anymore,	F	32	9  years100mg 1X D	7/9/2012Email
2	OCD, Anxiety, Depression.	Clenching my jaw, not myself, I'm really quiet now, I only feel really depressed and worthless or nothing at all. I'm putting on weight, losing my temper more, I'm really moody and I have worse episodes than usual. I'm just as anxious and I'm having really strange dreams.	I hate this chicken shit man.	F	15	7  daysNot sure, 1X D	6/29/2012Email
5	obsessive thoughts	Lethargic, small weight gain		F	42	2  years100	6/13/2012
4	OCD depression	tiredness, lethargy, jaw clenching, mental fogginess	This drug is the only medication that has ever worked for me. Have tried other medications with no real benefit. Would definitely recommend this medication, but need to give it time to get the full benefit of the drug. It has given me my life back. Definitely much better than living with the OCD	F	36	14  days100mg 2X D	6/10/2012Email
