VOLTAREN	RATING	 REASON	SIDE EFFECTS FOR VOLTAREN	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
1	shoulder arthritis	Took three pills in a day and a half and it put me in the er twice.  Once for elevated bloodb pressure and dizziness...  other for severe gastritis.  Do not take this pill if you have stomach or blood pressure problems.  Scary pill!		M	39	2  days	6/14/2013
1	inflammation in lower back.	Stomach cramps, diarrhea, fatigue		F	54	7  days75mg	5/18/2013
2	lupus joint & hand pain	Made me very very tired, wanted to vomit but couldn't. Was to take one morning and night, couldn't take one in the morning or i was back in bed! My hands and hip pain remain.		F	40	4  weeks75mg	5/5/2013
5	spinal stenosis,muscle cramps	none	Stopped pain and muscle spasms the next day! I now take it as necessary. I also take a buffer with this.  It is misoprostol 200MG.	M	66	5  years75MG 2X D	5/4/2013
4	Osteoarthritis of the hip	It helps relieve chronic pain but over time, causes intestinal pain and bleeding. I had symptoms similar to diverticulitis: blood in stool, pain.	I would be cautious about paying attention to cramping, intestinal/stomach pain which can lead to very serious conditions.	M	63	1.5  years100MG  ER 1X D	4/12/2013Email
1	Anti inflammation	I was on Voltaren to work as an anti-inflammatory for my infection. The drug was horrible. On second day of my medication, I experience an excruciating pain in my stomach, like gastric - but much worse. Along with that I also had a sharp pain on my shoulder and couldnt sit straight. I was admitted to hospital after 20 min of the pain and given MORPHINE when my doc knew that I was on Voltaren. It was acute gastritis. Worst adverse reaction I have ever experience. Doc told me to opt for non-NSAIDs such as aspirin next time.		F	23	2  days40 2X D	3/2/2013
2	bicep muscle tear/cubital tunnel sy	no side effects whatsoever. after 12 days on voltaren (75mg twice daily) i am still bruising and having inflammation especially around my elbow where the ulner nerve is compressed. haven't noticed any difference/relief from this drug. i don't have anything bad to say about this drug...it just didn't work for me.		F	21	2  weeks75mg dr	1/15/2013Email
3	Muscle pain/weakness and back pain	I did not experience any, but only took 1 tab once a day for two days.	I found that Voltaren took away all my pain, i rarely use pain relief because i find it never helps or takes too long to take affect and just "soldier on".As i am only young and relatively healthy i did not experience any side effects... HOWEVER my parents both have had bad side effects.... so i dont recommend it if you suffer from High blood pressure, IBS, are prone to stomache ulcers, prone to reflux, heart burn or are an asthmatic.Otherwise if like me you are healthy and just need pain relief when nothing else will cut it just take one a day, and dont stay on them.. the chances of getting side effects seem to increase according to the length of time you continue using them (like most drugs) and the effectiveness of the pain relief can also wear off over time.	F	28	2  days25 MG 2X D	1/10/2013
3	Gout	8 hours after taken voltaren, I had a severe allergic reaction.  My skin felt like it was moving, and the itch on my head, genitals and lips was excruciating.  My lips started to swell, then my tongue.  Luckily I had an epipen in the medicine cupboard, and that saved me.	I had taken this medication many times before for gout and a bit of arthritis.  This was the first time I had the reaction. I am now severely allergic to NSAIDs.	M	48	1  days50mg 2X D	11/29/2012Email
1	Fever and back pains	Severe stomach cramps and diarrhea	I will never use it again, worst drug ever	M	21	2  days75 2X D	11/2/2012Email
1	degenerative arthritis of spine	After 3 doses of this med over 24 hour period, my pain was better; however, I experienced severe stomach cramping and diarrhea.  IBS, which had been under control, seems to have returned with a vengeance!		F	70	1  days75mg tab	10/4/2012
5	degenerative disc disease in neck	none whatsoever	I started taking voltaren twice a day and then switched to once a day which pretty much takes away all my pain.  However, I have read so much on the side effects that I now only take it once or twice a week.  I am 68 and if I take it every day I feel like a 25 yr old.  It also takes care of all my arthritis pain as well.  I love it and wish it didn't have so many side effects.	F	68	3  years75mg 1X D	8/22/2012
1	Severe sciatica/disc bulge	Taken for excruciating disc related shooting pains through my hips and down both legs. Was fine for the first 2 days, didn't feel much change in the pain but started feeling nauseous all the time which makes it hard to take because I need to take them with food. Havent had any for 2 days and still feel sick all the time, I'm supposed to take them for 3 weeks but I think I'll just go back to the dr and ask for the cortisone injection.		F	26	7  days50mg 3XD	4/28/2012
