TENUATE+DOSPAN	RATING	 REASON	SIDE EFFECTS FOR TENUATE DOSPAN	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
5	Obesity	More energy, accelerated weight loss and feeling happier because of the better energy levels and buying smaller clothes! I lost 3.5 stone in 4 months	I first took this drug about 10 years ago - I would like to take again but cannot find it easily online to buy in the UK	F	37	4  months75mg 1X D	5/19/2013Email
4	weight loss	Increased energy & focus (but no exhileration), decreased appetite. First few days was about psychological hunger & habits when not actually hungry. Last few days have been about no hunger feelings. Take early as possible (6-7am) & a very light breakfast....an apple at lunch & a child portion of food in evening (which is more than enough)  with masses of water in between has resulted in 5lb weight loss in 1wk.  I have not exercised so I should imagine this will be more if I do. Craved chocolate in the evenings but overcame this. Easter lunch was the biggest hurdle where I had traditional veggies piled high. I have had diarrhoea (manageable) throughout week & today the veggie binge has given me tummy ache that is related to the runs. I was 16s 7lb on 25/03/2013 & on 31/3/13 I weighed 16s 2lb. In an estimated projection,it will take 12weeks to lose 4 stone & get down to my former weight of 12s 6lbs.Although this isnt as superskinny,it is a weight where I look & feel amazing. Im gonna do it. Good luck guys x		F	32	1  weeks25mg x3 da	4/1/2013Email
5	weight loss	at first i had a little trouble getting to sleep but that wore off after a week also i had a dry mouth and felt the need to drink more but this was probably a good thing	i lost 3 stone over 4 months and have been weaning self slowly off taking the tablets so far its all been good	F	44	120  days 1X D	3/6/2013Email
4	weight loss	Weird feeling, not quite sure to early to tell.		F	35	1  days75mg	1/9/2013Email
5	Weight Loss	Focused/Concentrated; Anxiety; Occasional irritability; Dry mouth		F	27	6  weeks25mg 1X D	12/23/2012
3	Lose Those Last 15 Pounds	Difficulty concentrating, restlessness, heart palpitations, mild anxiety		F		2  months.25 MG	12/4/2012
5	lost 40lbs using tenuate dospan	No real bad side effects, but plenty of positive ones	Took Tenuate Dospan 25 years ago and lost over 40lbs,kept it off for 11 years, unfortunately due to losing my daughter, drinking too much and eating badly, I gained loads of weight, got this originally from a private slimming clinic which is not operating anymore, would love to purchase some more genuine Tenuate Dospan 6 months supply would be perfect I guess, anyone any suggestions where I can get it online or in UK, doctors won't prescribe	M	56	6  months75mg 1X D	10/28/2012Email
5	Lose weight	Some slight menstrual disruption	I was always skinny growing up, and then all of a sudden, I was up to 179 pounds, which is huge for me. Along with anti-depression medication and hormone balancing, Tenuate, has been a DREAM come TRUE! My doctor tells me I'm the poster child for Tenuate. I lost a total of 45 pounds! I have been off of it for a week or so, and I haven't gained the weight back. I'm still trying to eat 1200 calories a day, because I do NOT want to gain it back. Try it, and you'll LOVE it!	F	35	1  years25 3X D	8/8/2012Email
5	WEIGHTLOSS	Dry Mouth	Started in Mid-March, I have lost 35lbs.  I use in combination with a low calorie diet and moderate exercise.  I have never been able to lose weight before now.  I have no appetite...so at times I have to make myself eat.  It's amazing how easy this has been so far.  I just hope it will continue.  I still have a ways to go.	F	42	3.5  months75MG 1X D	6/27/2012
5	Weight loss	Lost weight immediately.  Finally, I can work at losing weight though diet, exercise and Tenuate for support! Dry mouth, no appetite, lost 21 lbs in 2 months!!!		F	44	3  months70	5/30/2012
5	Lose weight	Dry mouth, anxiety ,	I lost 13lbs and have no cravings for sweets or food, I have to force myself to eat. I love it.	F	37	1  months75 1X D	4/5/2012
2	loose weught	dry skin, and nose bleeding,some headaches.	first time ever of using medication to loose weight. i lost 10 lbs. its not worth it for me with this side efects that i have experienced. I will never use any other medication to lose wight, i am excercising and eating healthier now instead.	F	37	4  months1 1X D	3/5/2012
3	Control cravings.	Major headaches. Doesn't give me energy. Sometimes it controls cravings.		F	29	7  days25 1X D	2/15/2012
5	Weight loss	Dry mouth	Tenuate has decreased my appetite. I sometimes have to force myself to eat. I used to have a sweet tooth and would always want to eat desserts. I have found myself no longer craving sweets. I love this pill.	F	36	15  days75 mg 1X D	5/25/2011
3	to loose weight	so far nothing	well i have taken my first pill today i have been on phentermine for 7 months and lost 20 lbs the first few months now im loosin nothin it made me feel jittery didnt like it...so my doc prescribed tenuant i hope i can get 35 to 40 lbs off before my hubby comes home from deployment	F	30	1  days75 1X D	4/1/2011Email
