MONISTAT+3	RATING	 REASON	SIDE EFFECTS FOR MONISTAT 3	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
5	Second yeast infection	I have never experienced the burning and itching that has come with the first initial use of this product. But this has seriously worked for me now both times I've used it. I feel instant relief about 30 minutes after I start using it. My doctor recommended this product to me and said that the burning you feel is probably because the infection had been there for a while and/or the skin is raw and irritated.		F	20	1  days	4/28/2013
4	Yeast infection	Experienced intense burning and itching for the first 30-45 minutes. I used some vaginal anti-itch cream around the vulva and the pain went away instantly.		F	17	1  days	4/24/2013
4	First time YI	This is my first time using Monistat 3. Like 10 mins after inserting pre filled suppository, the itching was so intense it was almost unbareable!!! But after I woke up the next morning I felt such relief! No burning & no itching. I still have have 2 doses left, but I still haven't decided if I'm going to take them or not considering the fact that I have no more signs of the infection. I would recommend this product!		F	19	1  days1XDay	4/19/2013
3	Yeast Infection	Burning and major discomfort.		F	37	3  days200 1X D	4/15/2013
3	First or second yeast infection	I just put it in about 20 min ago and I kinda feel the same as I did before. My itching and burning and soreness has been going on for about a week...is that normal? It's gotten worse within the last couple of days so my mom told me to get the m3. I just pray this goes away. This isn't fair and no one deserves to live a second with this type of infection. Hopefully it's gone within the next two days.		F	19	1  daysNot sure	4/3/2013
5	yeast infection	I have used the monistat 3 a few times has always worked great. Never did experience the burning others described. Although this is my 3rd day and its the first time I have ever experienced nausea with Monistat.		F	21	3  days3x200mgs	3/10/2013
1	Uti doctor said take this also	Burning , discomfort, irritated skin.	I didn't have a yeast infection but my doctor said that the antibiotics I'm on might cause me to get one. So she suggested I use Monistat during for the time I'm on antibiotics. I was great until 15 min after using Monistat 3. I could hardly sleep it was so irritating	F	33	1  days200 mg 1X D	2/12/2013
5	Yeast Infection	I'm on my 2nd day of using the inserts and cream and i have to say i definitely feel it working. Although i did NOT buy Monistat i bought the Walmart brand EQUATE which has the same ingredients I'm highly satisfied.I still made an appointment with my Dr. Though that way i can either be put on a medication  or a higher cream because this is my 2nd yeast Infection in 7 months. I work out a lot so i need to figure a stronger medicine. I would recommend the product for anyone who needs a cure within 3- 7 days.		F	23	2  days	2/8/2013Email
5	Yeast Infection	First, I drink a cup of cranberry juice with a garlic tooth so I won't taste it and a little yeast pill called AZO, then I apply the ovule, this usually helps speed up the curing and prevents for any future "problems" :) hope it helps !		F	23	1  days	2/6/2013
5	yeast infection	First off there weren't any side effects that weren't already problems before I took the ovule. My poor area was so swollen so I had some difficulty inserting it but I feel fine. No itching or burning, etc. Within two hours I'm already noticing the pain going away.		F	24	3  days	2/6/2013
