FIORICET	RATING	 REASON	SIDE EFFECTS FOR FIORICET	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
				F M	 	 	    
5	Migraine, Cervical OA	Groggy and a little spacey.	My doc thinks my migraines stem from severe cervical OA and prescribed 1 to 2 pills 4 times a day.  I average about 1 migraine a week. If I take the Fioricet right when my migraine starts, it knocks it right out. Sometimes, if my migraine starts at night and is full blown when it wakes me up, I'll have to take 2 pills instead of one, and then an additional pill after 6 hours.  That pretty much takes care of it.  This is a wonderful drug at ending a migraine rather quickly!	F	53	3  years50/325/40 4X D	3/23/2013
3	migraine headaches	Buzzed feeling (like drinking) when active. Sleepiness when laying down.		F	20	3  weeks6x daily	3/9/2013
4	Chronic Pain Syndrome,Stenosis,etc		After over ten years of fighting whole body pain, herniated disks, fibromyalgia, scoliosis, stenosis, OA, ulcerative colitis, brain herniation, etc, etc, etc, and five years of unsuccessful treatment on Percocet and Hydrocodone, I FINALLY got something that has taken away ALL the pain and given me back my life. Well, what's left of it when I'm awake. The sleepiness is a killer. Gotta get in those chores or duties while the euphoria is happening or you will crash. You wake after a few hours, prob due to the caffeine, and it WILL make you addicted to caffeine; you should not drink soda, tea, or coffee while on this med - too much caffeine causes "caffeinism" which isn't fun. Because of the success of pain relief, and naturally high tolerance to any med, addiction is a MAJOR concern.	F	42	 50-325-40 3X D	1/9/2013EmailHistory
5	Migraines	Absolutely none so far. No spacy feelings; just no pain and good energy that's not over the top.	Maxalt, Relpax do not work for me. I have headaches at least 3-4x week. I had just given up on finding something that works. Recently, my neruo rx'd this for me. So far I've taken 2 doses. First time, I had woken up w/ a migraine and decided to give it a try. I layed back down and within an hour: NORMAL.  Second dose taken after feeling one brewing a few days later....within an hour: normal. And with energy that wasn't crazy. As a bonus, I have MG, and this drug also helped the fatigue that for me, comes along w/ it. I recommend giving it a try, and only use it when you can't function.	F	47	2  weeks50-325-40 1X D	12/15/2012Email
5	For migraine headache	I had a migraine headache starting late on night then the next morning i woke up feeling like the top of my head was going to explode. I had gotten sick and layed back down for three hours. When i woke up it was still killing me. So I'd forgotten that my Dr had prescribed it to me so i went to the medicine cabinet and took two. After about 30 minutes i started feeling like my normal self. Imetrex and Treximent didn't seem to work and then that's when my Dr prescribed Fioricet. What a God send this was. Thank you Dr.		F	35	6  days3 day	9/27/2012
3	migraines	Thirty minutes after first dose, I felt just weird. Indescribable kind of feeling in my head. Lasted about half an hour. Towards the 3 hour mark I felt a restless leg type sensation in legs and arms. Was prescribed with phenergan during second trimester of pregnancy.		F	29	7  days	9/10/2012
3	tension headaches	Grogginess, slurred speech, dizzy, stumbling around, didn't last real long and the come down is HELL	I was prescribed this for tension headaches.  First evening, it was amazing.  Second evening, when I felt another one creeping up, I took it again.  I ended up passing out on the couch and woke up about 1 AM, then transferred to bed.  The next morning, I woke up much earlier than normal, heart racing and nervous/anxious like I can't remember before.  Third night, again I felt another H/A creeping up, so I took it, but I crashed after it wore off and felt worse than sh*t, so I took some more.  Finally went to bed about midnight.  Following morning, I again woke up nervous and earlier than normal, feeling depressed and morose.  This drug seems to work yet the side-effects, even prolonged, are almost intolerable.  I am seriously considering flushing the rest of the bottle down the toilet.	M	29	4  days325mg 2X D	6/29/2012
5	migraines	I was initially reluctant to try this medicine because of all the fuss, but the tryptan class of migraine medicine nearly killed me with cardiac dysrhythmias, and caused the inability to move or speak for hours. I have never felt high or anything but better on this medicine and honestly I cannot see what the fuss is all about. I think that one must have to take an awful lot and/or have a predilection for addiction in order to have a problem with it. Additionally, I have always taken a generic, and have no problems with it working just fine. I usually take 1-2 at the beginning of a migraine, and that is all that is needed. I have rarely needed a second dose in 24 hours. I find the caffeine too much of a buzz!	This medicine is in the same class as phenobarbital, which has a side effect of interfering with Vitamin D absorption. Though not specifically implicated as interfering with Vitamin D, my level was found to be chronically low for no other reason. If you take this medication, you should have your Vitamin D level checked regularly, and talk with your doctor about taking a supplement. Low Vitamin D can cause migraines, too.	F	41	6  years50/325/40 2X D	3/16/2012Email
5	Tension Headaches	Little "drunk" sensation.	It does the work. Is the best out there to control headaches, I use it for moderate morning headaches and really works.	M	34	1  years 1X D	3/2/2012Email
4	migraine and tension headaches	short lived euphoria.  if you lay down and want to go to sleep it will knock you out. If you don't want to go to sleep, and stay up, it will make you feel a little spacey (and not in a non-functional way) for 30 minutes and then NO side effects	I've taken this drug since the age of 18 for migraine and also tension headaches. It was a LIFESAVER to me in my 20's and would work pretty fast and pretty completely for the tension/migraine headaches i would get.  The only reason i didn't give this pill a 5 is because in the last 4 years since I had my child (hormonal reasons perhaps? ) my headaches have gotten a thousand times worse and  these pills barely take the edge off of the big monster headaches. They still work great for tension or menstrual migraines.	F	34	16  years 2X D	2/6/2012Email
